Time (s), Voltage (V), Current (A), SOC (%)
8861, 3.86, 0.20, 60.21, 
8862, 3.86, 0.19, 60.22, 
8863, 3.86, 0.20, 60.23, 
8864, 3.86, 0.20, 60.23, 
8865, 3.87, 0.20, 60.24, 
8866, 3.87, 0.19, 60.25, 
8867, 3.87, 0.19, 60.25, 
8868, 3.86, 0.19, 60.26, 
8869, 3.87, 0.20, 60.27, 
8870, 3.87, 0.20, 60.27, 
8871, 3.87, 0.19, 60.28, 
8872, 3.87, 0.20, 60.29, 
8873, 3.87, 0.20, 60.30, 
8874, 3.87, 0.20, 60.30, 
8875, 3.87, 0.20, 60.31, 
8876, 3.87, 0.20, 60.32, 
8877, 3.87, 0.19, 60.32, 
8878, 3.87, 0.20, 60.33, 
8879, 3.87, 0.19, 60.34, 
8880, 3.87, 0.19, 60.34, 
8881, 3.87, 0.19, 60.35, 
8882, 3.87, 0.20, 60.36, 
8883, 3.87, 0.20, 60.36, 
8884, 3.87, 0.20, 60.37, 
8885, 3.87, 0.20, 60.38, 
8886, 3.87, 0.19, 60.38, 
8887, 3.87, 0.20, 60.39, 
8888, 3.87, 0.20, 60.40, 
8889, 3.87, 0.20, 60.40, 
8890, 3.87, 0.19, 60.41, 
8891, 3.87, 0.20, 60.42, 
8892, 3.87, 0.20, 60.42, 
8893, 3.87, 0.20, 60.43, 
8894, 3.87, 0.20, 60.44, 
8895, 3.87, 0.20, 60.44, 
8896, 3.87, 0.20, 60.45, 
8897, 3.87, 0.20, 60.46, 
8898, 3.87, 0.19, 60.46, 
8899, 3.87, 0.19, 60.47, 
8900, 3.87, 0.19, 60.48, 
8901, 3.87, 0.19, 60.49, 
8902, 3.87, 0.20, 60.49, 
8903, 3.87, 0.19, 60.50, 
8904, 3.87, 0.19, 60.51, 
8905, 3.87, 0.19, 60.51, 
8906, 3.87, 0.20, 60.52, 
8907, 3.87, 0.19, 60.53, 
8908, 3.87, 0.19, 60.53, 
8909, 3.87, 0.20, 60.54, 
8910, 3.87, 0.20, 60.55, 
8911, 3.87, 0.20, 60.55, 
8912, 3.87, 0.19, 60.56, 
8913, 3.87, 0.19, 60.57, 
8914, 3.87, 0.19, 60.57, 
8915, 3.87, 0.20, 60.58, 
8916, 3.87, 0.19, 60.59, 
8917, 3.87, 0.19, 60.59, 
8918, 3.87, 0.20, 60.60, 
8919, 3.87, 0.20, 60.61, 
8920, 3.87, 0.20, 60.61, 
8921, 3.87, 0.19, 60.62, 
8922, 3.87, 0.19, 60.63, 
8923, 3.87, 0.19, 60.63, 
8924, 3.87, 0.20, 60.64, 
8925, 3.87, 0.19, 60.65, 
8926, 3.87, 0.19, 60.65, 
8927, 3.87, 0.19, 60.66, 
8928, 3.87, 0.19, 60.67, 
8929, 3.87, 0.19, 60.67, 
8930, 3.87, 0.20, 60.68, 
8931, 3.87, 0.19, 60.69, 
8932, 3.87, 0.20, 60.70, 
8933, 3.87, 0.19, 60.70, 
8934, 3.87, 0.19, 60.71, 
8935, 3.87, 0.19, 60.72, 
8936, 3.87, 0.19, 60.72, 
8937, 3.87, 0.20, 60.73, 
8938, 3.87, 0.19, 60.74, 
8939, 3.87, 0.19, 60.74, 
8940, 3.87, 0.19, 60.75, 
8941, 3.87, 0.19, 60.76, 
8942, 3.87, 0.19, 60.76, 
8943, 3.87, 0.19, 60.77, 
8944, 3.87, 0.19, 60.78, 
8945, 3.87, 0.19, 60.78, 
8946, 3.87, 0.19, 60.79, 
8947, 3.87, 0.20, 60.80, 
8948, 3.87, 0.19, 60.80, 
8949, 3.87, 0.19, 60.81, 
8950, 3.87, 0.19, 60.82, 
8951, 3.87, 0.19, 60.82, 
8952, 3.87, 0.19, 60.83, 
8953, 3.87, 0.19, 60.84, 
8954, 3.87, 0.19, 60.84, 
8955, 3.88, 0.19, 60.85, 
8956, 3.87, 0.19, 60.86, 
8957, 3.87, 0.19, 60.86, 
8958, 3.87, 0.19, 60.87, 
8959, 3.87, 0.19, 60.88, 
8960, 3.87, 0.19, 60.88, 
8961, 3.87, 0.19, 60.89, 
8962, 3.87, 0.19, 60.90, 
8963, 3.87, 0.19, 60.91, 
8964, 3.88, 0.19, 60.91, 
8965, 3.87, 0.19, 60.92, 
8966, 3.87, 0.19, 60.93, 
8967, 3.87, 0.19, 60.93, 
8968, 3.87, 0.19, 60.94, 
8969, 3.88, 0.19, 60.95, 
8970, 3.87, 0.19, 60.95, 
8971, 3.87, 0.19, 60.96, 
8972, 3.87, 0.19, 60.97, 
8973, 3.88, 0.19, 60.97, 
8974, 3.87, 0.19, 60.98, 
8975, 3.88, 0.19, 60.99, 
8976, 3.87, 0.19, 60.99, 
8977, 3.87, 0.19, 61.00, 
8978, 3.87, 0.19, 61.01, 
8979, 3.87, 0.19, 61.01, 
8980, 3.87, 0.19, 61.02, 
8981, 3.87, 0.19, 61.03, 
8982, 3.87, 0.19, 61.03, 
8983, 3.88, 0.19, 61.04, 
8984, 3.88, 0.19, 61.05, 
8985, 3.88, 0.19, 61.05, 
8986, 3.88, 0.19, 61.06, 
8987, 3.87, 0.19, 61.07, 
8988, 3.87, 0.19, 61.07, 
8989, 3.88, 0.19, 61.08, 
8990, 3.88, 0.19, 61.09, 
8991, 3.88, 0.19, 61.09, 
8992, 3.88, 0.19, 61.10, 
8993, 3.87, 0.19, 61.11, 
8994, 3.88, 0.19, 61.11, 
8995, 3.87, 0.19, 61.12, 
8996, 3.88, 0.19, 61.13, 
8997, 3.88, 0.19, 61.14, 
8998, 3.88, 0.19, 61.14, 
8999, 3.87, 0.19, 61.15, 
9000, 3.88, 0.19, 61.16, 
9001, 3.87, 0.19, 61.16, 
9002, 3.87, 0.19, 61.17, 
9003, 3.88, 0.19, 61.18, 
9004, 3.87, 0.19, 61.18, 
9005, 3.88, 0.19, 61.19, 
9006, 3.88, 0.19, 61.20, 
9007, 3.88, 0.19, 61.20, 
9008, 3.88, 0.19, 61.21, 
9009, 3.88, 0.19, 61.22, 
9010, 3.87, 0.19, 61.22, 
9011, 3.88, 0.19, 61.23, 
9012, 3.87, 0.19, 61.24, 
9013, 3.87, 0.19, 61.24, 
9014, 3.87, 0.19, 61.25, 
9015, 3.87, 0.19, 61.26, 
9016, 3.87, 0.19, 61.26, 
9017, 3.87, 0.19, 61.27, 
9018, 3.87, 0.19, 61.28, 
9019, 3.88, 0.19, 61.28, 
9020, 3.88, 0.19, 61.29, 
9021, 3.88, 0.19, 61.30, 
9022, 3.87, 0.19, 61.30, 
9023, 3.88, 0.19, 61.31, 
9024, 3.88, 0.19, 61.32, 
9025, 3.87, 0.19, 61.32, 
9026, 3.87, 0.19, 61.33, 
9027, 3.88, 0.19, 61.34, 
9028, 3.87, 0.19, 61.34, 
9029, 3.88, 0.19, 61.35, 
9030, 3.87, 0.19, 61.36, 
9031, 3.87, 0.19, 61.36, 
9032, 3.88, 0.19, 61.37, 
9033, 3.88, 0.19, 61.38, 
9034, 3.88, 0.19, 61.38, 
9035, 3.88, 0.19, 61.39, 
9036, 3.87, 0.19, 61.40, 
9037, 3.87, 0.19, 61.40, 
9038, 3.87, 0.19, 61.41, 
9039, 3.87, 0.19, 61.42, 
9040, 3.88, 0.19, 61.43, 
9041, 3.88, 0.19, 61.43, 
9042, 3.88, 0.19, 61.44, 
9043, 3.88, 0.19, 61.45, 
9044, 3.88, 0.19, 61.45, 
9045, 3.88, 0.19, 61.46, 
9046, 3.87, 0.19, 61.47, 
9047, 3.87, 0.19, 61.47, 
9048, 3.88, 0.19, 61.48, 
9049, 3.88, 0.19, 61.49, 
9050, 3.88, 0.19, 61.49, 
9051, 3.87, 0.19, 61.50, 
9052, 3.87, 0.19, 61.51, 
9053, 3.88, 0.19, 61.51, 
9054, 3.88, 0.19, 61.52, 
9055, 3.88, 0.19, 61.53, 
9056, 3.89, 0.19, 61.53, 
9057, 3.88, 0.19, 61.54, 
9058, 3.88, 0.19, 61.55, 
9059, 3.87, 0.19, 61.55, 
9060, 3.88, 0.19, 61.56, 
9061, 3.88, 0.19, 61.57, 
9062, 3.88, 0.19, 61.57, 
9063, 3.88, 0.19, 61.58, 
9064, 3.88, 0.19, 61.59, 
9065, 3.88, 0.19, 61.59, 
9066, 3.89, 0.19, 61.60, 
9067, 3.89, 0.19, 61.61, 
9068, 3.88, 0.19, 61.61, 
9069, 3.87, 0.19, 61.62, 
9070, 3.87, 0.19, 61.63, 
9071, 3.89, 0.19, 61.63, 
9072, 3.89, 0.19, 61.64, 
9073, 3.88, 0.19, 61.65, 
9074, 3.88, 0.19, 61.65, 
9075, 3.88, 0.19, 61.66, 
9076, 3.88, 0.19, 61.67, 
9077, 3.88, 0.19, 61.67, 
9078, 3.88, 0.19, 61.68, 
9079, 3.89, 0.19, 61.69, 
9080, 3.88, 0.19, 61.69, 
9081, 3.87, 0.19, 61.70, 
9082, 3.88, 0.19, 61.71, 
9083, 3.88, 0.19, 61.71, 
9084, 3.89, 0.19, 61.72, 
9085, 3.88, 0.19, 61.73, 
9086, 3.89, 0.19, 61.73, 
9087, 3.88, 0.19, 61.74, 
9088, 3.89, 0.19, 61.75, 
9089, 3.88, 0.19, 61.75, 
9090, 3.88, 0.19, 61.76, 
9091, 3.89, 0.19, 61.77, 
9092, 3.88, 0.19, 61.77, 
9093, 3.89, 0.19, 61.78, 
9094, 3.88, 0.19, 61.79, 
9095, 3.88, 0.19, 61.79, 
9096, 3.88, 0.19, 61.80, 
9097, 3.88, 0.19, 61.81, 
9098, 3.88, 0.19, 61.81, 
9099, 3.89, 0.19, 61.82, 
9100, 3.88, 0.19, 61.83, 
9101, 3.88, 0.19, 61.83, 
9102, 3.89, 0.19, 61.84, 
9103, 3.89, 0.19, 61.85, 
9104, 3.88, 0.19, 61.85, 
9105, 3.89, 0.19, 61.86, 
9106, 3.88, 0.19, 61.87, 
9107, 3.88, 0.19, 61.87, 
9108, 3.89, 0.19, 61.88, 
9109, 3.88, 0.19, 61.89, 
9110, 3.89, 0.19, 61.89, 
9111, 3.87, 0.19, 61.90, 
9112, 3.89, 0.19, 61.91, 
9113, 3.88, 0.19, 61.91, 
9114, 3.89, 0.19, 61.92, 
9115, 3.88, 0.19, 61.93, 
9116, 3.88, 0.19, 61.93, 
9117, 3.88, 0.19, 61.94, 
9118, 3.88, 0.19, 61.95, 
9119, 3.89, 0.19, 61.95, 
9120, 3.88, 0.19, 61.96, 
9121, 3.88, 0.19, 61.97, 
9122, 3.89, 0.19, 61.97, 
9123, 3.89, 0.19, 61.98, 
9124, 3.89, 0.19, 61.99, 
9125, 3.88, 0.19, 61.99, 
9126, 3.88, 0.19, 62.00, 
9127, 3.88, 0.19, 62.01, 
9128, 3.89, 0.19, 62.01, 
9129, 3.89, 0.19, 62.02, 
9130, 3.88, 0.19, 62.03, 
9131, 3.88, 0.19, 62.03, 
9132, 3.89, 0.19, 62.04, 
9133, 3.89, 0.19, 62.05, 
9134, 3.89, 0.19, 62.05, 
9135, 3.88, 0.19, 62.06, 
9136, 3.88, 0.19, 62.07, 
9137, 3.89, 0.19, 62.07, 
9138, 3.89, 0.19, 62.08, 
9139, 3.88, 0.19, 62.09, 
9140, 3.89, 0.19, 62.09, 
9141, 3.89, 0.19, 62.10, 
9142, 3.89, 0.19, 62.11, 
9143, 3.89, 0.19, 62.11, 
9144, 3.88, 0.19, 62.12, 
9145, 3.89, 0.19, 62.13, 
9146, 3.89, 0.19, 62.13, 
9147, 3.89, 0.19, 62.14, 
9148, 3.88, 0.19, 62.15, 
9149, 3.89, 0.19, 62.15, 
9150, 3.88, 0.19, 62.16, 
9151, 3.88, 0.19, 62.17, 
9152, 3.89, 0.19, 62.17, 
9153, 3.88, 0.19, 62.18, 
9154, 3.88, 0.19, 62.19, 
9155, 3.88, 0.19, 62.19, 
9156, 3.88, 0.19, 62.20, 
9157, 3.89, 0.19, 62.21, 
9158, 3.88, 0.19, 62.21, 
9159, 3.89, 0.19, 62.22, 
9160, 3.89, 0.19, 62.23, 
9161, 3.88, 0.19, 62.23, 
9162, 3.89, 0.19, 62.24, 
9163, 3.89, 0.19, 62.25, 
9164, 3.89, 0.19, 62.25, 
9165, 3.89, 0.19, 62.26, 
9166, 3.89, 0.19, 62.27, 
9167, 3.88, 0.19, 62.27, 
9168, 3.89, 0.19, 62.28, 
9169, 3.89, 0.19, 62.29, 
9170, 3.88, 0.19, 62.29, 
9171, 3.87, 0.19, 62.30, 
9172, 3.88, 0.19, 62.31, 
9173, 3.89, 0.19, 62.31, 
9174, 3.89, 0.19, 62.32, 
9175, 3.89, 0.19, 62.33, 
9176, 3.89, 0.19, 62.33, 
9177, 3.89, 0.19, 62.34, 
9178, 3.89, 0.19, 62.35, 
9179, 3.88, 0.19, 62.35, 
9180, 3.89, 0.19, 62.36, 
9181, 3.89, 0.19, 62.37, 
9182, 3.89, 0.19, 62.37, 
9183, 3.88, 0.19, 62.38, 
9184, 3.90, 0.19, 62.39, 
9185, 3.89, 0.19, 62.39, 
9186, 3.89, 0.19, 62.40, 
9187, 3.89, 0.19, 62.40, 
9188, 3.89, 0.19, 62.41, 
9189, 3.89, 0.19, 62.42, 
9190, 3.87, 0.19, 62.42, 
9191, 3.89, 0.19, 62.43, 
9192, 3.89, 0.19, 62.44, 
9193, 3.89, 0.19, 62.44, 
9194, 3.89, 0.19, 62.45, 
9195, 3.89, 0.19, 62.46, 
9196, 3.89, 0.19, 62.46, 
9197, 3.90, 0.19, 62.47, 
9198, 3.89, 0.19, 62.48, 
9199, 3.88, 0.19, 62.48, 
9200, 3.90, 0.19, 62.49, 
9201, 3.89, 0.19, 62.50, 
9202, 3.89, 0.19, 62.50, 
9203, 3.90, 0.19, 62.51, 
9204, 3.88, 0.19, 62.52, 
9205, 3.90, 0.19, 62.52, 
9206, 3.90, 0.19, 62.53, 
9207, 3.90, 0.19, 62.54, 
9208, 3.89, 0.19, 62.54, 
9209, 3.89, 0.19, 62.55, 
9210, 3.89, 0.19, 62.56, 
9211, 3.89, 0.19, 62.56, 
9212, 3.89, 0.19, 62.57, 
9213, 3.90, 0.19, 62.58, 
9214, 3.89, 0.19, 62.58, 
9215, 3.89, 0.19, 62.59, 
9216, 3.90, 0.19, 62.60, 
9217, 3.90, 0.19, 62.60, 
9218, 3.89, 0.19, 62.61, 
9219, 3.89, 0.19, 62.61, 
9220, 3.90, 0.19, 62.62, 
9221, 3.90, 0.19, 62.63, 
9222, 3.89, 0.19, 62.63, 
9223, 3.89, 0.19, 62.64, 
9224, 3.90, 0.19, 62.65, 
9225, 3.89, 0.19, 62.65, 
9226, 3.89, 0.19, 62.66, 
9227, 3.89, 0.19, 62.67, 
9228, 3.89, 0.19, 62.67, 
9229, 3.90, 0.19, 62.68, 
9230, 3.89, 0.19, 62.69, 
9231, 3.90, 0.19, 62.69, 
9232, 3.90, 0.19, 62.70, 
9233, 3.90, 0.19, 62.71, 
9234, 3.90, 0.19, 62.71, 
9235, 3.89, 0.19, 62.72, 
9236, 3.90, 0.19, 62.73, 
9237, 3.90, 0.19, 62.73, 
9238, 3.89, 0.19, 62.74, 
9239, 3.90, 0.19, 62.75, 
9240, 3.90, 0.19, 62.75, 
9241, 3.89, 0.19, 62.76, 
9242, 3.89, 0.19, 62.77, 
9243, 3.89, 0.19, 62.77, 
9244, 3.89, 0.19, 62.78, 
9245, 3.90, 0.19, 62.78, 
9246, 3.90, 0.19, 62.79, 
9247, 3.90, 0.19, 62.80, 
9248, 3.90, 0.19, 62.80, 
9249, 3.89, 0.19, 62.81, 
9250, 3.89, 0.19, 62.82, 
9251, 3.90, 0.19, 62.82, 
9252, 3.90, 0.19, 62.83, 
9253, 3.90, 0.19, 62.84, 
9254, 3.89, 0.19, 62.84, 
9255, 3.90, 0.19, 62.85, 
9256, 3.90, 0.19, 62.86, 
9257, 3.90, 0.19, 62.86, 
9258, 3.90, 0.19, 62.87, 
9259, 3.89, 0.19, 62.88, 
9260, 3.90, 0.19, 62.88, 
9261, 3.89, 0.19, 62.89, 
9262, 3.90, 0.19, 62.90, 
9263, 3.90, 0.19, 62.90, 
9264, 3.90, 0.19, 62.91, 
9265, 3.91, 0.19, 62.92, 
9266, 3.89, 0.19, 62.92, 
9267, 3.90, 0.19, 62.93, 
9268, 3.90, 0.19, 62.93, 
9269, 3.90, 0.19, 62.94, 
9270, 3.90, 0.19, 62.95, 
9271, 3.90, 0.19, 62.95, 
9272, 3.90, 0.19, 62.96, 
9273, 3.90, 0.19, 62.97, 
9274, 3.90, 0.19, 62.97, 
9275, 3.90, 0.19, 62.98, 
9276, 3.90, 0.19, 62.99, 
9277, 3.89, 0.19, 62.99, 
9278, 3.89, 0.19, 63.00, 
9279, 3.91, 0.19, 63.01, 
9280, 3.90, 0.19, 63.01, 
9281, 3.90, 0.19, 63.02, 
9282, 3.90, 0.19, 63.03, 
9283, 3.89, 0.19, 63.03, 
9284, 3.90, 0.19, 63.04, 
9285, 3.90, 0.19, 63.04, 
9286, 3.90, 0.19, 63.05, 
9287, 3.90, 0.19, 63.06, 
9288, 3.90, 0.19, 63.06, 
9289, 3.91, 0.19, 63.07, 
9290, 3.91, 0.19, 63.08, 
9291, 3.90, 0.19, 63.08, 
9292, 3.90, 0.19, 63.09, 
9293, 3.90, 0.19, 63.10, 
9294, 3.90, 0.19, 63.10, 
9295, 3.90, 0.19, 63.11, 
9296, 3.90, 0.19, 63.12, 
9297, 3.90, 0.19, 63.12, 
9298, 3.90, 0.19, 63.13, 
9299, 3.90, 0.19, 63.14, 
9300, 3.90, 0.19, 63.14, 
9301, 3.90, 0.18, 63.15, 
9302, 3.90, 0.19, 63.15, 
9303, 3.90, 0.19, 63.16, 
9304, 3.91, 0.19, 63.17, 
9305, 3.90, 0.19, 63.17, 
9306, 3.90, 0.18, 63.18, 
9307, 3.90, 0.19, 63.19, 
9308, 3.90, 0.19, 63.19, 
9309, 3.90, 0.19, 63.20, 
9310, 3.90, 0.19, 63.21, 
9311, 3.90, 0.18, 63.21, 
9312, 3.90, 0.19, 63.22, 
9313, 3.90, 0.19, 63.23, 
9314, 3.91, 0.18, 63.23, 
9315, 3.90, 0.18, 63.24, 
9316, 3.90, 0.19, 63.24, 
9317, 3.90, 0.18, 63.25, 
9318, 3.90, 0.18, 63.26, 
9319, 3.90, 0.18, 63.26, 
9320, 3.90, 0.18, 63.27, 
9321, 3.90, 0.18, 63.28, 
9322, 3.90, 0.18, 63.28, 
9323, 3.90, 0.18, 63.29, 
9324, 3.90, 0.18, 63.30, 
9325, 3.90, 0.18, 63.30, 
9326, 3.91, 0.18, 63.31, 
9327, 3.90, 0.18, 63.32, 
9328, 3.90, 0.18, 63.32, 
9329, 3.90, 0.18, 63.33, 
9330, 3.90, 0.18, 63.33, 
9331, 3.90, 0.18, 63.34, 
9332, 3.90, 0.18, 63.35, 
9333, 3.90, 0.18, 63.35, 
9334, 3.90, 0.18, 63.36, 
9335, 3.90, 0.18, 63.37, 
9336, 3.90, 0.18, 63.37, 
9337, 3.91, 0.18, 63.38, 
9338, 3.90, 0.18, 63.39, 
9339, 3.90, 0.18, 63.39, 
9340, 3.90, 0.18, 63.40, 
9341, 3.90, 0.18, 63.40, 
9342, 3.90, 0.18, 63.41, 
9343, 3.90, 0.18, 63.42, 
9344, 3.90, 0.18, 63.42, 
9345, 3.90, 0.18, 63.43, 
9346, 3.90, 0.18, 63.44, 
9347, 3.90, 0.18, 63.44, 
9348, 3.90, 0.18, 63.45, 
9349, 3.90, 0.18, 63.46, 
9350, 3.91, 0.18, 63.46, 
9351, 3.90, 0.18, 63.47, 
9352, 3.90, 0.18, 63.47, 
9353, 3.90, 0.18, 63.48, 
9354, 3.90, 0.18, 63.49, 
9355, 3.90, 0.18, 63.49, 
9356, 3.91, 0.18, 63.50, 
9357, 3.90, 0.18, 63.51, 
9358, 3.90, 0.18, 63.51, 
9359, 3.91, 0.18, 63.52, 
9360, 3.91, 0.18, 63.53, 
9361, 3.90, 0.18, 63.53, 
9362, 3.90, 0.18, 63.54, 
9363, 3.90, 0.18, 63.55, 
9364, 3.91, 0.18, 63.55, 
9365, 3.90, 0.18, 63.56, 
9366, 3.90, 0.18, 63.56, 
9367, 3.90, 0.18, 63.57, 
9368, 3.90, 0.18, 63.58, 
9369, 3.90, 0.18, 63.58, 
9370, 3.90, 0.18, 63.59, 
9371, 3.91, 0.18, 63.60, 
9372, 3.90, 0.18, 63.60, 
9373, 3.90, 0.18, 63.61, 
9374, 3.91, 0.18, 63.62, 
9375, 3.91, 0.18, 63.62, 
9376, 3.90, 0.18, 63.63, 
9377, 3.91, 0.18, 63.63, 
9378, 3.91, 0.18, 63.64, 
9379, 3.91, 0.18, 63.65, 
9380, 3.91, 0.18, 63.65, 
9381, 3.91, 0.18, 63.66, 
9382, 3.91, 0.18, 63.67, 
9383, 3.91, 0.18, 63.67, 
9384, 3.91, 0.18, 63.68, 
9385, 3.91, 0.18, 63.68, 
9386, 3.91, 0.18, 63.69, 
9387, 3.91, 0.18, 63.70, 
9388, 3.91, 0.18, 63.70, 
9389, 3.91, 0.18, 63.71, 
9390, 3.91, 0.18, 63.72, 
9391, 3.91, 0.18, 63.72, 
9392, 3.91, 0.18, 63.73, 
9393, 3.91, 0.18, 63.74, 
9394, 3.90, 0.18, 63.74, 
9395, 3.91, 0.18, 63.75, 
9396, 3.91, 0.18, 63.75, 
9397, 3.91, 0.18, 63.76, 
9398, 3.91, 0.18, 63.77, 
9399, 3.91, 0.18, 63.77, 
9400, 3.91, 0.18, 63.78, 
9401, 3.91, 0.18, 63.79, 
9402, 3.91, 0.18, 63.79, 
9403, 3.91, 0.18, 63.80, 
9404, 3.91, 0.18, 63.81, 
9405, 3.91, 0.18, 63.81, 
9406, 3.90, 0.18, 63.82, 
9407, 3.91, 0.18, 63.82, 
9408, 3.91, 0.18, 63.83, 
9409, 3.91, 0.18, 63.84, 
9410, 3.91, 0.18, 63.84, 
9411, 3.91, 0.18, 63.85, 
9412, 3.90, 0.18, 63.86, 
9413, 3.91, 0.18, 63.86, 
9414, 3.91, 0.18, 63.87, 
9415, 3.91, 0.18, 63.87, 
9416, 3.91, 0.18, 63.88, 
9417, 3.91, 0.18, 63.89, 
9418, 3.91, 0.18, 63.89, 
9419, 3.91, 0.18, 63.90, 
9420, 3.91, 0.18, 63.91, 
9421, 3.91, 0.18, 63.91, 
9422, 3.91, 0.18, 63.92, 
9423, 3.91, 0.18, 63.93, 
9424, 3.91, 0.18, 63.93, 
9425, 3.91, 0.18, 63.94, 
9426, 3.91, 0.18, 63.94, 
9427, 3.91, 0.18, 63.95, 
9428, 3.91, 0.18, 63.96, 
9429, 3.90, 0.18, 63.96, 
9430, 3.90, 0.18, 63.97, 
9431, 3.90, 0.18, 63.98, 
9432, 3.91, 0.18, 63.98, 
9433, 3.91, 0.18, 63.99, 
9434, 3.90, 0.18, 63.99, 
9435, 3.92, 0.18, 64.00, 
9436, 3.91, 0.18, 64.01, 
9437, 3.91, 0.18, 64.01, 
9438, 3.90, 0.18, 64.02, 
9439, 3.91, 0.18, 64.03, 
9440, 3.90, 0.18, 64.03, 
9441, 3.91, 0.18, 64.04, 
9442, 3.91, 0.18, 64.04, 
9443, 3.91, 0.18, 64.05, 
9444, 3.91, 0.18, 64.06, 
9445, 3.91, 0.18, 64.06, 
9446, 3.90, 0.18, 64.07, 
9447, 3.92, 0.18, 64.08, 
9448, 3.92, 0.18, 64.08, 
9449, 3.91, 0.18, 64.09, 
9450, 3.92, 0.18, 64.09, 
9451, 3.90, 0.18, 64.10, 
9452, 3.91, 0.18, 64.11, 
9453, 3.90, 0.18, 64.11, 
9454, 3.91, 0.18, 64.12, 
9455, 3.92, 0.18, 64.13, 
9456, 3.92, 0.18, 64.13, 
9457, 3.91, 0.18, 64.14, 
9458, 3.91, 0.18, 64.14, 
9459, 3.91, 0.18, 64.15, 
9460, 3.91, 0.18, 64.16, 
9461, 3.92, 0.18, 64.16, 
9462, 3.91, 0.18, 64.17, 
9463, 3.91, 0.18, 64.18, 
9464, 3.91, 0.18, 64.18, 
9465, 3.92, 0.18, 64.19, 
9466, 3.91, 0.18, 64.19, 
9467, 3.91, 0.18, 64.20, 
9468, 3.91, 0.18, 64.21, 
9469, 3.90, 0.18, 64.21, 
9470, 3.91, 0.18, 64.22, 
9471, 3.92, 0.18, 64.23, 
9472, 3.91, 0.18, 64.23, 
9473, 3.91, 0.18, 64.24, 
9474, 3.92, 0.18, 64.24, 
9475, 3.91, 0.18, 64.25, 
9476, 3.92, 0.18, 64.26, 
9477, 3.92, 0.18, 64.26, 
9478, 3.92, 0.18, 64.27, 
9479, 3.92, 0.18, 64.28, 
9480, 3.91, 0.18, 64.28, 
9481, 3.92, 0.18, 64.29, 
9482, 3.91, 0.18, 64.29, 
9483, 3.91, 0.18, 64.30, 
9484, 3.91, 0.18, 64.31, 
9485, 3.91, 0.18, 64.31, 
9486, 3.91, 0.18, 64.32, 
9487, 3.91, 0.18, 64.33, 
9488, 3.91, 0.18, 64.33, 
9489, 3.91, 0.18, 64.34, 
9490, 3.91, 0.18, 64.34, 
9491, 3.91, 0.18, 64.35, 
9492, 3.91, 0.18, 64.36, 
9493, 3.91, 0.18, 64.36, 
9494, 3.92, 0.18, 64.37, 
9495, 3.92, 0.18, 64.38, 
9496, 3.91, 0.18, 64.38, 
9497, 3.92, 0.18, 64.39, 
9498, 3.92, 0.18, 64.39, 
9499, 3.91, 0.18, 64.40, 
9500, 3.91, 0.18, 64.41, 
9501, 3.92, 0.18, 64.41, 
9502, 3.92, 0.18, 64.42, 
9503, 3.92, 0.18, 64.43, 
9504, 3.92, 0.18, 64.43, 
9505, 3.92, 0.18, 64.44, 
9506, 3.91, 0.18, 64.44, 
9507, 3.91, 0.18, 64.45, 
9508, 3.91, 0.18, 64.46, 
9509, 3.91, 0.18, 64.46, 
9510, 3.91, 0.18, 64.47, 
9511, 3.91, 0.18, 64.47, 
9512, 3.91, 0.18, 64.48, 
9513, 3.92, 0.18, 64.49, 
9514, 3.92, 0.18, 64.49, 
9515, 3.92, 0.18, 64.50, 
9516, 3.91, 0.18, 64.51, 
9517, 3.92, 0.18, 64.51, 
9518, 3.92, 0.18, 64.52, 
9519, 3.92, 0.18, 64.52, 
9520, 3.92, 0.18, 64.53, 
9521, 3.91, 0.18, 64.54, 
9522, 3.91, 0.18, 64.54, 
9523, 3.91, 0.18, 64.55, 
9524, 3.92, 0.18, 64.56, 
9525, 3.92, 0.18, 64.56, 
9526, 3.92, 0.18, 64.57, 
9527, 3.92, 0.18, 64.57, 
9528, 3.92, 0.18, 64.58, 
9529, 3.91, 0.18, 64.59, 
9530, 3.92, 0.18, 64.59, 
9531, 3.92, 0.18, 64.60, 
9532, 3.92, 0.18, 64.60, 
9533, 3.91, 0.18, 64.61, 
9534, 3.92, 0.18, 64.62, 
9535, 3.92, 0.18, 64.62, 
9536, 3.91, 0.18, 64.63, 
9537, 3.92, 0.18, 64.64, 
9538, 3.92, 0.18, 64.64, 
9539, 3.91, 0.18, 64.65, 
9540, 3.92, 0.18, 64.65, 
9541, 3.92, 0.18, 64.66, 
9542, 3.91, 0.18, 64.67, 
9543, 3.92, 0.18, 64.67, 
9544, 3.92, 0.18, 64.68, 
9545, 3.92, 0.18, 64.68, 
9546, 3.92, 0.18, 64.69, 
9547, 3.92, 0.18, 64.70, 
9548, 3.92, 0.18, 64.70, 
9549, 3.92, 0.18, 64.71, 
9550, 3.92, 0.18, 64.72, 
9551, 3.91, 0.18, 64.72, 
9552, 3.91, 0.18, 64.73, 
9553, 3.91, 0.18, 64.73, 
9554, 3.92, 0.18, 64.74, 
9555, 3.92, 0.18, 64.75, 
9556, 3.92, 0.18, 64.75, 
9557, 3.91, 0.18, 64.76, 
9558, 3.92, 0.18, 64.76, 
