Time (s), Voltage (V), Current (A), SOC (%)
2733, 3.57, 0.20, 18.59, 
2734, 3.58, 0.20, 18.59, 
2735, 3.58, 0.20, 18.60, 
2736, 3.57, 0.20, 18.61, 
2737, 3.58, 0.20, 18.61, 
2738, 3.58, 0.20, 18.62, 
2739, 3.57, 0.20, 18.63, 
2740, 3.58, 0.20, 18.63, 
2741, 3.57, 0.20, 18.64, 
2742, 3.58, 0.20, 18.65, 
2743, 3.58, 0.20, 18.66, 
2744, 3.58, 0.20, 18.66, 
2745, 3.58, 0.20, 18.67, 
2746, 3.58, 0.20, 18.68, 
2747, 3.58, 0.20, 18.68, 
2748, 3.58, 0.20, 18.69, 
2749, 3.58, 0.20, 18.70, 
2750, 3.58, 0.20, 18.70, 
2751, 3.58, 0.20, 18.71, 
2752, 3.58, 0.20, 18.72, 
2753, 3.58, 0.20, 18.72, 
2754, 3.58, 0.20, 18.73, 
2755, 3.58, 0.20, 18.74, 
2756, 3.58, 0.20, 18.74, 
2757, 3.58, 0.20, 18.75, 
2758, 3.58, 0.20, 18.76, 
2759, 3.58, 0.20, 18.76, 
2760, 3.58, 0.20, 18.77, 
2761, 3.58, 0.20, 18.78, 
2762, 3.58, 0.20, 18.78, 
2763, 3.58, 0.20, 18.79, 
2764, 3.58, 0.20, 18.80, 
2765, 3.58, 0.20, 18.80, 
2766, 3.58, 0.20, 18.81, 
2767, 3.58, 0.20, 18.82, 
2768, 3.58, 0.20, 18.83, 
2769, 3.58, 0.20, 18.83, 
2770, 3.58, 0.20, 18.84, 
2771, 3.58, 0.20, 18.85, 
2772, 3.58, 0.20, 18.85, 
2773, 3.58, 0.20, 18.86, 
2774, 3.58, 0.20, 18.87, 
2775, 3.57, 0.20, 18.87, 
2776, 3.58, 0.20, 18.88, 
2777, 3.58, 0.20, 18.89, 
2778, 3.58, 0.20, 18.89, 
2779, 3.58, 0.20, 18.90, 
2780, 3.58, 0.20, 18.91, 
2781, 3.58, 0.20, 18.91, 
2782, 3.58, 0.20, 18.92, 
2783, 3.58, 0.20, 18.93, 
2784, 3.58, 0.20, 18.93, 
2785, 3.58, 0.20, 18.94, 
2786, 3.58, 0.20, 18.95, 
2787, 3.58, 0.20, 18.95, 
2788, 3.58, 0.20, 18.96, 
2789, 3.58, 0.20, 18.97, 
2790, 3.58, 0.20, 18.97, 
2791, 3.58, 0.20, 18.98, 
2792, 3.58, 0.20, 18.99, 
2793, 3.58, 0.20, 19.00, 
2794, 3.58, 0.20, 19.00, 
2795, 3.58, 0.20, 19.01, 
2796, 3.58, 0.20, 19.02, 
2797, 3.58, 0.20, 19.02, 
2798, 3.58, 0.20, 19.03, 
2799, 3.58, 0.20, 19.04, 
2800, 3.58, 0.20, 19.04, 
2801, 3.58, 0.20, 19.05, 
2802, 3.58, 0.20, 19.06, 
2803, 3.58, 0.20, 19.06, 
2804, 3.58, 0.20, 19.07, 
2805, 3.58, 0.20, 19.08, 
2806, 3.58, 0.20, 19.08, 
2807, 3.58, 0.20, 19.09, 
2808, 3.58, 0.20, 19.10, 
2809, 3.58, 0.20, 19.10, 
2810, 3.58, 0.20, 19.11, 
2811, 3.58, 0.20, 19.12, 
2812, 3.58, 0.20, 19.12, 
2813, 3.58, 0.20, 19.13, 
2814, 3.58, 0.20, 19.14, 
2815, 3.58, 0.20, 19.14, 
2816, 3.58, 0.20, 19.15, 
2817, 3.58, 0.20, 19.16, 
2818, 3.58, 0.20, 19.17, 
2819, 3.58, 0.20, 19.17, 
2820, 3.58, 0.20, 19.18, 
2821, 3.58, 0.20, 19.19, 
2822, 3.58, 0.20, 19.19, 
2823, 3.58, 0.20, 19.20, 
2824, 3.58, 0.20, 19.21, 
2825, 3.58, 0.20, 19.21, 
2826, 3.58, 0.20, 19.22, 
2827, 3.58, 0.20, 19.23, 
2828, 3.58, 0.20, 19.23, 
2829, 3.58, 0.20, 19.24, 
2830, 3.58, 0.20, 19.25, 
2831, 3.58, 0.20, 19.25, 
2832, 3.58, 0.20, 19.26, 
2833, 3.58, 0.20, 19.27, 
2834, 3.58, 0.20, 19.27, 
2835, 3.58, 0.20, 19.28, 
2836, 3.58, 0.20, 19.29, 
2837, 3.58, 0.20, 19.29, 
2838, 3.58, 0.20, 19.30, 
2839, 3.58, 0.20, 19.31, 
2840, 3.58, 0.20, 19.31, 
2841, 3.58, 0.20, 19.32, 
2842, 3.58, 0.20, 19.33, 
2843, 3.58, 0.20, 19.34, 
2844, 3.58, 0.20, 19.34, 
2845, 3.58, 0.20, 19.35, 
2846, 3.58, 0.20, 19.36, 
2847, 3.58, 0.20, 19.36, 
2848, 3.58, 0.20, 19.37, 
2849, 3.58, 0.20, 19.38, 
2850, 3.58, 0.20, 19.38, 
2851, 3.58, 0.20, 19.39, 
2852, 3.58, 0.20, 19.40, 
2853, 3.58, 0.20, 19.40, 
2854, 3.58, 0.20, 19.41, 
2855, 3.58, 0.20, 19.42, 
2856, 3.58, 0.20, 19.42, 
2857, 3.58, 0.20, 19.43, 
2858, 3.58, 0.20, 19.44, 
2859, 3.58, 0.20, 19.44, 
2860, 3.58, 0.20, 19.45, 
2861, 3.58, 0.20, 19.46, 
2862, 3.58, 0.20, 19.46, 
2863, 3.58, 0.20, 19.47, 
2864, 3.58, 0.20, 19.48, 
2865, 3.58, 0.20, 19.48, 
2866, 3.58, 0.20, 19.49, 
2867, 3.58, 0.20, 19.50, 
2868, 3.58, 0.20, 19.51, 
2869, 3.58, 0.20, 19.51, 
2870, 3.58, 0.20, 19.52, 
2871, 3.58, 0.20, 19.53, 
2872, 3.58, 0.20, 19.53, 
2873, 3.58, 0.20, 19.54, 
2874, 3.58, 0.20, 19.55, 
2875, 3.58, 0.20, 19.55, 
2876, 3.58, 0.20, 19.56, 
2877, 3.58, 0.20, 19.57, 
2878, 3.58, 0.20, 19.57, 
2879, 3.58, 0.20, 19.58, 
2880, 3.58, 0.20, 19.59, 
2881, 3.58, 0.20, 19.59, 
2882, 3.58, 0.20, 19.60, 
2883, 3.58, 0.20, 19.61, 
2884, 3.58, 0.20, 19.61, 
2885, 3.58, 0.20, 19.62, 
2886, 3.58, 0.20, 19.63, 
2887, 3.58, 0.20, 19.63, 
2888, 3.58, 0.20, 19.64, 
2889, 3.58, 0.20, 19.65, 
2890, 3.58, 0.20, 19.65, 
2891, 3.58, 0.20, 19.66, 
2892, 3.58, 0.20, 19.67, 
2893, 3.58, 0.20, 19.68, 
2894, 3.58, 0.20, 19.68, 
2895, 3.58, 0.20, 19.69, 
2896, 3.58, 0.20, 19.70, 
2897, 3.58, 0.20, 19.70, 
2898, 3.58, 0.20, 19.71, 
2899, 3.58, 0.20, 19.72, 
2900, 3.58, 0.20, 19.72, 
2901, 3.58, 0.20, 19.73, 
2902, 3.58, 0.20, 19.74, 
2903, 3.58, 0.20, 19.74, 
2904, 3.58, 0.20, 19.75, 
2905, 3.58, 0.20, 19.76, 
2906, 3.58, 0.20, 19.76, 
2907, 3.58, 0.20, 19.77, 
2908, 3.58, 0.20, 19.78, 
2909, 3.58, 0.20, 19.78, 
2910, 3.58, 0.20, 19.79, 
2911, 3.59, 0.20, 19.80, 
2912, 3.58, 0.20, 19.80, 
2913, 3.58, 0.20, 19.81, 
2914, 3.58, 0.20, 19.82, 
2915, 3.58, 0.20, 19.82, 
2916, 3.58, 0.20, 19.83, 
2917, 3.58, 0.20, 19.84, 
2918, 3.59, 0.20, 19.85, 
2919, 3.59, 0.20, 19.85, 
2920, 3.58, 0.20, 19.86, 
2921, 3.58, 0.20, 19.87, 
2922, 3.58, 0.20, 19.87, 
2923, 3.58, 0.20, 19.88, 
2924, 3.59, 0.20, 19.89, 
2925, 3.58, 0.20, 19.89, 
2926, 3.58, 0.20, 19.90, 
2927, 3.59, 0.20, 19.91, 
2928, 3.58, 0.20, 19.91, 
2929, 3.59, 0.20, 19.92, 
2930, 3.59, 0.20, 19.93, 
2931, 3.58, 0.20, 19.93, 
2932, 3.59, 0.20, 19.94, 
2933, 3.58, 0.20, 19.95, 
2934, 3.58, 0.20, 19.95, 
2935, 3.58, 0.20, 19.96, 
2936, 3.58, 0.20, 19.97, 
2937, 3.59, 0.20, 19.97, 
2938, 3.58, 0.20, 19.98, 
2939, 3.58, 0.20, 19.99, 
2940, 3.58, 0.20, 19.99, 
2941, 3.59, 0.20, 20.00, 
2942, 3.58, 0.20, 20.01, 
2943, 3.58, 0.20, 20.01, 
2944, 3.58, 0.20, 20.02, 
2945, 3.58, 0.20, 20.03, 
2946, 3.59, 0.20, 20.04, 
2947, 3.58, 0.20, 20.04, 
2948, 3.58, 0.20, 20.05, 
2949, 3.59, 0.20, 20.06, 
2950, 3.58, 0.20, 20.06, 
2951, 3.58, 0.20, 20.07, 
2952, 3.59, 0.20, 20.08, 
2953, 3.58, 0.20, 20.08, 
2954, 3.59, 0.20, 20.09, 
2955, 3.59, 0.20, 20.10, 
2956, 3.59, 0.20, 20.10, 
2957, 3.59, 0.20, 20.11, 
2958, 3.59, 0.20, 20.12, 
2959, 3.58, 0.20, 20.12, 
2960, 3.59, 0.20, 20.13, 
2961, 3.58, 0.20, 20.14, 
2962, 3.59, 0.20, 20.14, 
2963, 3.58, 0.20, 20.15, 
2964, 3.59, 0.20, 20.16, 
2965, 3.58, 0.20, 20.16, 
2966, 3.58, 0.20, 20.17, 
2967, 3.59, 0.20, 20.18, 
2968, 3.59, 0.20, 20.18, 
2969, 3.58, 0.20, 20.19, 
2970, 3.59, 0.20, 20.20, 
2971, 3.59, 0.20, 20.21, 
2972, 3.59, 0.20, 20.21, 
2973, 3.59, 0.20, 20.22, 
2974, 3.58, 0.20, 20.23, 
2975, 3.58, 0.20, 20.23, 
2976, 3.58, 0.20, 20.24, 
2977, 3.59, 0.20, 20.25, 
2978, 3.58, 0.20, 20.25, 
2979, 3.59, 0.20, 20.26, 
2980, 3.59, 0.20, 20.27, 
2981, 3.59, 0.20, 20.27, 
2982, 3.59, 0.20, 20.28, 
2983, 3.59, 0.20, 20.29, 
2984, 3.59, 0.20, 20.29, 
2985, 3.59, 0.20, 20.30, 
2986, 3.59, 0.20, 20.31, 
2987, 3.59, 0.20, 20.31, 
2988, 3.59, 0.20, 20.32, 
2989, 3.59, 0.20, 20.33, 
2990, 3.59, 0.20, 20.33, 
2991, 3.59, 0.20, 20.34, 
2992, 3.58, 0.20, 20.35, 
2993, 3.59, 0.20, 20.35, 
2994, 3.59, 0.20, 20.36, 
2995, 3.59, 0.20, 20.37, 
2996, 3.59, 0.20, 20.38, 
2997, 3.59, 0.20, 20.38, 
2998, 3.59, 0.20, 20.39, 
2999, 3.59, 0.20, 20.40, 
3000, 3.59, 0.20, 20.40, 
3001, 3.58, 0.20, 20.41, 
3002, 3.59, 0.20, 20.42, 
3003, 3.59, 0.20, 20.42, 
3004, 3.59, 0.20, 20.43, 
3005, 3.59, 0.20, 20.44, 
3006, 3.59, 0.20, 20.44, 
3007, 3.59, 0.20, 20.45, 
3008, 3.59, 0.20, 20.46, 
3009, 3.59, 0.20, 20.46, 
3010, 3.59, 0.20, 20.47, 
3011, 3.59, 0.20, 20.48, 
3012, 3.59, 0.20, 20.48, 
3013, 3.59, 0.20, 20.49, 
3014, 3.59, 0.20, 20.50, 
3015, 3.59, 0.20, 20.50, 
3016, 3.59, 0.20, 20.51, 
3017, 3.59, 0.20, 20.52, 
3018, 3.59, 0.20, 20.52, 
3019, 3.59, 0.20, 20.53, 
3020, 3.59, 0.20, 20.54, 
3021, 3.59, 0.20, 20.55, 
3022, 3.59, 0.20, 20.55, 
3023, 3.59, 0.20, 20.56, 
3024, 3.59, 0.20, 20.57, 
3025, 3.59, 0.20, 20.57, 
3026, 3.59, 0.20, 20.58, 
3027, 3.59, 0.20, 20.59, 
3028, 3.59, 0.20, 20.59, 
3029, 3.59, 0.20, 20.60, 
3030, 3.59, 0.20, 20.61, 
3031, 3.59, 0.20, 20.61, 
3032, 3.59, 0.20, 20.62, 
3033, 3.59, 0.20, 20.63, 
3034, 3.59, 0.20, 20.63, 
3035, 3.59, 0.20, 20.64, 
3036, 3.59, 0.20, 20.65, 
3037, 3.59, 0.20, 20.65, 
3038, 3.59, 0.20, 20.66, 
3039, 3.59, 0.20, 20.67, 
3040, 3.59, 0.20, 20.67, 
3041, 3.59, 0.20, 20.68, 
3042, 3.59, 0.20, 20.69, 
3043, 3.59, 0.20, 20.69, 
3044, 3.59, 0.20, 20.70, 
3045, 3.59, 0.20, 20.71, 
3046, 3.59, 0.20, 20.72, 
3047, 3.59, 0.20, 20.72, 
3048, 3.59, 0.20, 20.73, 
3049, 3.59, 0.20, 20.74, 
3050, 3.59, 0.20, 20.74, 
3051, 3.59, 0.20, 20.75, 
3052, 3.59, 0.20, 20.76, 
3053, 3.59, 0.20, 20.76, 
3054, 3.59, 0.20, 20.77, 
3055, 3.59, 0.20, 20.78, 
3056, 3.59, 0.20, 20.78, 
3057, 3.59, 0.20, 20.79, 
3058, 3.59, 0.20, 20.80, 
3059, 3.59, 0.20, 20.80, 
3060, 3.59, 0.20, 20.81, 
3061, 3.59, 0.20, 20.82, 
3062, 3.59, 0.20, 20.82, 
3063, 3.59, 0.20, 20.83, 
3064, 3.59, 0.20, 20.84, 
3065, 3.59, 0.20, 20.84, 
3066, 3.59, 0.20, 20.85, 
3067, 3.59, 0.20, 20.86, 
3068, 3.59, 0.20, 20.86, 
3069, 3.59, 0.20, 20.87, 
3070, 3.59, 0.20, 20.88, 
3071, 3.59, 0.20, 20.89, 
3072, 3.59, 0.20, 20.89, 
3073, 3.59, 0.20, 20.90, 
3074, 3.59, 0.20, 20.91, 
3075, 3.59, 0.20, 20.91, 
3076, 3.59, 0.20, 20.92, 
3077, 3.59, 0.20, 20.93, 
3078, 3.59, 0.20, 20.93, 
3079, 3.59, 0.20, 20.94, 
3080, 3.59, 0.20, 20.95, 
3081, 3.59, 0.20, 20.95, 
3082, 3.59, 0.20, 20.96, 
3083, 3.59, 0.20, 20.97, 
3084, 3.59, 0.20, 20.97, 
3085, 3.59, 0.20, 20.98, 
3086, 3.59, 0.20, 20.99, 
3087, 3.59, 0.20, 20.99, 
3088, 3.59, 0.20, 21.00, 
3089, 3.59, 0.20, 21.01, 
3090, 3.59, 0.20, 21.01, 
3091, 3.59, 0.20, 21.02, 
3092, 3.60, 0.20, 21.03, 
3093, 3.59, 0.20, 21.03, 
3094, 3.59, 0.20, 21.04, 
3095, 3.59, 0.20, 21.05, 
3096, 3.59, 0.20, 21.05, 
3097, 3.60, 0.20, 21.06, 
3098, 3.59, 0.20, 21.07, 
3099, 3.59, 0.20, 21.08, 
3100, 3.59, 0.20, 21.08, 
3101, 3.60, 0.20, 21.09, 
3102, 3.59, 0.20, 21.10, 
3103, 3.59, 0.20, 21.10, 
3104, 3.59, 0.20, 21.11, 
3105, 3.60, 0.20, 21.12, 
3106, 3.60, 0.20, 21.12, 
3107, 3.59, 0.20, 21.13, 
3108, 3.59, 0.20, 21.14, 
3109, 3.59, 0.20, 21.14, 
3110, 3.59, 0.20, 21.15, 
3111, 3.59, 0.20, 21.16, 
3112, 3.59, 0.20, 21.16, 
3113, 3.59, 0.20, 21.17, 
3114, 3.59, 0.20, 21.18, 
3115, 3.59, 0.20, 21.18, 
3116, 3.60, 0.20, 21.19, 
3117, 3.59, 0.20, 21.20, 
3118, 3.59, 0.20, 21.20, 
3119, 3.60, 0.20, 21.21, 
3120, 3.59, 0.20, 21.22, 
3121, 3.59, 0.20, 21.22, 
3122, 3.60, 0.20, 21.23, 
3123, 3.60, 0.20, 21.24, 
3124, 3.60, 0.20, 21.25, 
3125, 3.59, 0.20, 21.25, 
3126, 3.60, 0.20, 21.26, 
3127, 3.59, 0.20, 21.27, 
3128, 3.59, 0.20, 21.27, 
3129, 3.60, 0.20, 21.28, 
3130, 3.60, 0.20, 21.29, 
3131, 3.59, 0.20, 21.29, 
3132, 3.59, 0.20, 21.30, 
3133, 3.60, 0.20, 21.31, 
3134, 3.59, 0.20, 21.31, 
3135, 3.59, 0.20, 21.32, 
3136, 3.60, 0.20, 21.33, 
3137, 3.59, 0.20, 21.33, 
3138, 3.59, 0.20, 21.34, 
3139, 3.60, 0.20, 21.35, 
3140, 3.60, 0.20, 21.35, 
3141, 3.59, 0.20, 21.36, 
3142, 3.60, 0.20, 21.37, 
3143, 3.60, 0.20, 21.37, 
3144, 3.60, 0.20, 21.38, 
3145, 3.60, 0.20, 21.39, 
3146, 3.59, 0.20, 21.39, 
3147, 3.60, 0.20, 21.40, 
3148, 3.59, 0.20, 21.41, 
3149, 3.60, 0.20, 21.42, 
3150, 3.60, 0.20, 21.42, 
3151, 3.60, 0.20, 21.43, 
3152, 3.60, 0.20, 21.44, 
3153, 3.60, 0.20, 21.44, 
3154, 3.59, 0.20, 21.45, 
3155, 3.59, 0.20, 21.46, 
3156, 3.60, 0.20, 21.46, 
3157, 3.60, 0.20, 21.47, 
3158, 3.60, 0.20, 21.48, 
3159, 3.60, 0.20, 21.48, 
3160, 3.60, 0.20, 21.49, 
3161, 3.60, 0.20, 21.50, 
3162, 3.60, 0.20, 21.50, 
3163, 3.60, 0.20, 21.51, 
3164, 3.60, 0.20, 21.52, 
3165, 3.60, 0.20, 21.52, 
3166, 3.60, 0.20, 21.53, 
3167, 3.60, 0.20, 21.54, 
3168, 3.59, 0.20, 21.54, 
3169, 3.60, 0.20, 21.55, 
3170, 3.60, 0.20, 21.56, 
3171, 3.59, 0.20, 21.56, 
3172, 3.60, 0.20, 21.57, 
3173, 3.60, 0.20, 21.58, 
3174, 3.60, 0.20, 21.59, 
3175, 3.59, 0.20, 21.59, 
3176, 3.60, 0.20, 21.60, 
3177, 3.60, 0.20, 21.61, 
3178, 3.60, 0.20, 21.61, 
3179, 3.60, 0.20, 21.62, 
3180, 3.60, 0.20, 21.63, 
3181, 3.60, 0.20, 21.63, 
3182, 3.60, 0.20, 21.64, 
3183, 3.60, 0.20, 21.65, 
3184, 3.60, 0.20, 21.65, 
3185, 3.60, 0.20, 21.66, 
3186, 3.60, 0.20, 21.67, 
3187, 3.60, 0.20, 21.67, 
3188, 3.60, 0.20, 21.68, 
3189, 3.60, 0.20, 21.69, 
3190, 3.59, 0.20, 21.69, 
3191, 3.60, 0.20, 21.70, 
3192, 3.60, 0.20, 21.71, 
3193, 3.60, 0.20, 21.71, 
3194, 3.60, 0.20, 21.72, 
3195, 3.60, 0.20, 21.73, 
3196, 3.59, 0.20, 21.73, 
3197, 3.60, 0.20, 21.74, 
3198, 3.60, 0.20, 21.75, 
3199, 3.60, 0.20, 21.76, 
3200, 3.60, 0.20, 21.76, 
3201, 3.60, 0.20, 21.77, 
3202, 3.60, 0.20, 21.78, 
3203, 3.60, 0.20, 21.78, 
3204, 3.60, 0.20, 21.79, 
3205, 3.60, 0.20, 21.80, 
3206, 3.60, 0.20, 21.80, 
3207, 3.60, 0.20, 21.81, 
3208, 3.60, 0.20, 21.82, 
3209, 3.60, 0.20, 21.82, 
3210, 3.60, 0.20, 21.83, 
3211, 3.60, 0.20, 21.84, 
3212, 3.60, 0.20, 21.84, 
3213, 3.60, 0.20, 21.85, 
3214, 3.60, 0.20, 21.86, 
3215, 3.60, 0.20, 21.86, 
3216, 3.60, 0.20, 21.87, 
3217, 3.60, 0.20, 21.88, 
3218, 3.60, 0.20, 21.88, 
3219, 3.60, 0.20, 21.89, 
3220, 3.60, 0.20, 21.90, 
3221, 3.60, 0.20, 21.90, 
3222, 3.60, 0.20, 21.91, 
3223, 3.60, 0.20, 21.92, 
3224, 3.60, 0.20, 21.93, 
3225, 3.60, 0.20, 21.93, 
3226, 3.60, 0.20, 21.94, 
3227, 3.60, 0.20, 21.95, 
3228, 3.60, 0.20, 21.95, 
3229, 3.60, 0.20, 21.96, 
3230, 3.60, 0.20, 21.97, 
3231, 3.60, 0.20, 21.97, 
3232, 3.60, 0.20, 21.98, 
3233, 3.60, 0.20, 21.99, 
3234, 3.60, 0.20, 21.99, 
3235, 3.60, 0.20, 22.00, 
3236, 3.60, 0.20, 22.01, 
3237, 3.60, 0.20, 22.01, 
3238, 3.60, 0.20, 22.02, 
3239, 3.60, 0.20, 22.03, 
3240, 3.60, 0.20, 22.03, 
3241, 3.60, 0.20, 22.04, 
3242, 3.60, 0.20, 22.05, 
3243, 3.60, 0.20, 22.05, 
3244, 3.60, 0.20, 22.06, 
3245, 3.60, 0.20, 22.07, 
3246, 3.60, 0.20, 22.07, 
3247, 3.60, 0.20, 22.08, 
3248, 3.60, 0.20, 22.09, 
3249, 3.60, 0.20, 22.10, 
3250, 3.60, 0.20, 22.10, 
3251, 3.60, 0.20, 22.11, 
3252, 3.60, 0.20, 22.12, 
3253, 3.60, 0.20, 22.12, 
3254, 3.60, 0.20, 22.13, 
3255, 3.60, 0.20, 22.14, 
3256, 3.60, 0.20, 22.14, 
3257, 3.60, 0.20, 22.15, 
3258, 3.60, 0.20, 22.16, 
3259, 3.60, 0.20, 22.16, 
3260, 3.60, 0.20, 22.17, 
3261, 3.60, 0.20, 22.18, 
3262, 3.60, 0.20, 22.18, 
3263, 3.60, 0.20, 22.19, 
3264, 3.60, 0.20, 22.20, 
3265, 3.60, 0.20, 22.20, 
3266, 3.60, 0.20, 22.21, 
3267, 3.60, 0.20, 22.22, 
3268, 3.60, 0.20, 22.22, 
3269, 3.60, 0.20, 22.23, 
3270, 3.60, 0.20, 22.24, 
3271, 3.60, 0.20, 22.24, 
3272, 3.60, 0.20, 22.25, 
3273, 3.60, 0.20, 22.26, 
3274, 3.60, 0.20, 22.27, 
3275, 3.60, 0.20, 22.27, 
3276, 3.60, 0.20, 22.28, 
3277, 3.60, 0.20, 22.29, 
3278, 3.60, 0.20, 22.29, 
3279, 3.60, 0.20, 22.30, 
3280, 3.60, 0.20, 22.31, 
3281, 3.60, 0.20, 22.31, 
3282, 3.60, 0.20, 22.32, 
3283, 3.60, 0.20, 22.33, 
3284, 3.60, 0.20, 22.33, 
3285, 3.60, 0.20, 22.34, 
3286, 3.60, 0.20, 22.35, 
3287, 3.60, 0.20, 22.35, 
3288, 3.60, 0.20, 22.36, 
3289, 3.60, 0.20, 22.37, 
3290, 3.60, 0.20, 22.37, 
3291, 3.60, 0.20, 22.38, 
3292, 3.60, 0.20, 22.39, 
3293, 3.60, 0.20, 22.39, 
3294, 3.60, 0.20, 22.40, 
3295, 3.60, 0.20, 22.41, 
3296, 3.60, 0.20, 22.41, 
3297, 3.60, 0.20, 22.42, 
3298, 3.60, 0.20, 22.43, 
3299, 3.60, 0.20, 22.44, 
3300, 3.60, 0.20, 22.44, 
3301, 3.60, 0.20, 22.45, 
3302, 3.60, 0.20, 22.46, 
3303, 3.60, 0.20, 22.46, 
3304, 3.60, 0.20, 22.47, 
3305, 3.60, 0.20, 22.48, 
3306, 3.60, 0.20, 22.48, 
3307, 3.60, 0.20, 22.49, 
3308, 3.60, 0.20, 22.50, 
3309, 3.60, 0.20, 22.50, 
3310, 3.60, 0.20, 22.51, 
3311, 3.60, 0.20, 22.52, 
3312, 3.60, 0.20, 22.52, 
3313, 3.60, 0.20, 22.53, 
3314, 3.60, 0.20, 22.54, 
3315, 3.60, 0.20, 22.54, 
3316, 3.60, 0.20, 22.55, 
3317, 3.60, 0.20, 22.56, 
3318, 3.60, 0.20, 22.56, 
3319, 3.60, 0.20, 22.57, 
3320, 3.60, 0.20, 22.58, 
3321, 3.60, 0.20, 22.58, 
3322, 3.60, 0.20, 22.59, 
3323, 3.60, 0.20, 22.60, 
3324, 3.60, 0.20, 22.61, 
3325, 3.60, 0.20, 22.61, 
3326, 3.60, 0.20, 22.62, 
3327, 3.60, 0.20, 22.63, 
3328, 3.60, 0.20, 22.63, 
3329, 3.60, 0.20, 22.64, 
3330, 3.60, 0.20, 22.65, 
3331, 3.60, 0.20, 22.65, 
3332, 3.60, 0.20, 22.66, 
3333, 3.60, 0.20, 22.67, 
3334, 3.60, 0.20, 22.67, 
3335, 3.60, 0.20, 22.68, 
3336, 3.60, 0.20, 22.69, 
3337, 3.60, 0.20, 22.69, 
3338, 3.60, 0.20, 22.70, 
3339, 3.60, 0.20, 22.71, 
3340, 3.60, 0.20, 22.71, 
3341, 3.60, 0.20, 22.72, 
3342, 3.60, 0.20, 22.73, 
3343, 3.60, 0.20, 22.73, 
3344, 3.60, 0.20, 22.74, 
3345, 3.60, 0.20, 22.75, 
3346, 3.60, 0.20, 22.75, 
3347, 3.60, 0.20, 22.76, 
3348, 3.60, 0.20, 22.77, 
3349, 3.60, 0.20, 22.78, 
3350, 3.60, 0.20, 22.78, 
3351, 3.60, 0.20, 22.79, 
3352, 3.60, 0.20, 22.80, 
3353, 3.60, 0.20, 22.80, 
3354, 3.60, 0.20, 22.81, 
3355, 3.60, 0.20, 22.82, 
3356, 3.60, 0.20, 22.82, 
3357, 3.60, 0.20, 22.83, 
3358, 3.60, 0.20, 22.84, 
3359, 3.60, 0.20, 22.84, 
3360, 3.60, 0.20, 22.85, 
3361, 3.60, 0.20, 22.86, 
3362, 3.60, 0.20, 22.86, 
3363, 3.60, 0.20, 22.87, 
3364, 3.60, 0.20, 22.88, 
3365, 3.60, 0.20, 22.88, 
3366, 3.61, 0.20, 22.89, 
3367, 3.60, 0.20, 22.90, 
3368, 3.60, 0.20, 22.90, 
3369, 3.60, 0.20, 22.91, 
3370, 3.60, 0.20, 22.92, 
3371, 3.60, 0.20, 22.92, 
3372, 3.61, 0.20, 22.93, 
3373, 3.60, 0.20, 22.94, 
3374, 3.60, 0.20, 22.94, 
3375, 3.60, 0.20, 22.95, 
3376, 3.60, 0.20, 22.96, 
3377, 3.60, 0.20, 22.97, 
3378, 3.60, 0.20, 22.97, 
3379, 3.60, 0.20, 22.98, 
3380, 3.60, 0.20, 22.99, 
3381, 3.61, 0.20, 22.99, 
3382, 3.60, 0.20, 23.00, 
3383, 3.60, 0.20, 23.01, 
3384, 3.60, 0.20, 23.01, 
3385, 3.60, 0.20, 23.02, 
3386, 3.60, 0.20, 23.03, 
3387, 3.61, 0.20, 23.03, 
3388, 3.61, 0.20, 23.04, 
3389, 3.60, 0.20, 23.05, 
3390, 3.60, 0.20, 23.05, 
3391, 3.60, 0.20, 23.06, 
3392, 3.60, 0.20, 23.07, 
3393, 3.61, 0.20, 23.07, 
3394, 3.60, 0.20, 23.08, 
3395, 3.61, 0.20, 23.09, 
3396, 3.61, 0.20, 23.09, 
3397, 3.61, 0.20, 23.10, 
3398, 3.60, 0.20, 23.11, 
3399, 3.60, 0.20, 23.11, 
3400, 3.60, 0.20, 23.12, 
3401, 3.60, 0.20, 23.13, 
3402, 3.60, 0.20, 23.14, 
3403, 3.60, 0.20, 23.14, 
3404, 3.60, 0.20, 23.15, 
3405, 3.60, 0.20, 23.16, 
3406, 3.61, 0.20, 23.16, 
3407, 3.60, 0.20, 23.17, 
3408, 3.60, 0.20, 23.18, 
3409, 3.61, 0.20, 23.18, 
3410, 3.61, 0.20, 23.19, 
3411, 3.60, 0.20, 23.20, 
3412, 3.61, 0.20, 23.20, 
3413, 3.61, 0.20, 23.21, 
3414, 3.60, 0.20, 23.22, 
3415, 3.60, 0.20, 23.22, 
3416, 3.61, 0.20, 23.23, 
3417, 3.61, 0.20, 23.24, 
3418, 3.60, 0.20, 23.24, 
3419, 3.60, 0.20, 23.25, 
3420, 3.60, 0.20, 23.26, 
3421, 3.61, 0.20, 23.26, 
3422, 3.60, 0.20, 23.27, 
3423, 3.61, 0.20, 23.28, 
3424, 3.61, 0.20, 23.28, 
3425, 3.61, 0.20, 23.29, 
3426, 3.61, 0.20, 23.30, 
3427, 3.61, 0.20, 23.31, 
3428, 3.61, 0.20, 23.31, 
3429, 3.61, 0.20, 23.32, 
3430, 3.61, 0.20, 23.33, 
