Time (s), Voltage (V), Current (A), SOC (%)
3543, 3.75, 0.30, 56.55, 
3544, 3.75, 0.30, 56.56, 
3545, 3.75, 0.30, 56.57, 
3546, 3.74, 0.30, 56.58, 
3547, 3.74, 0.30, 56.59, 
3548, 3.75, 0.30, 56.60, 
3549, 3.75, 0.30, 56.61, 
3550, 3.75, 0.30, 56.62, 
3551, 3.74, 0.30, 56.63, 
3552, 3.75, 0.30, 56.64, 
3553, 3.74, 0.30, 56.65, 
3554, 3.74, 0.30, 56.66, 
3555, 3.74, 0.30, 56.67, 
3556, 3.75, 0.29, 56.68, 
3557, 3.74, 0.30, 56.69, 
3558, 3.74, 0.30, 56.70, 
3559, 3.75, 0.30, 56.71, 
3560, 3.75, 0.30, 56.72, 
3561, 3.74, 0.29, 56.73, 
3562, 3.75, 0.29, 56.74, 
3563, 3.74, 0.29, 56.75, 
3564, 3.75, 0.29, 56.76, 
3565, 3.74, 0.29, 56.77, 
3566, 3.75, 0.29, 56.78, 
3567, 3.75, 0.29, 56.79, 
3568, 3.75, 0.29, 56.80, 
3569, 3.75, 0.29, 56.81, 
3570, 3.75, 0.29, 56.82, 
3571, 3.75, 0.29, 56.83, 
3572, 3.75, 0.29, 56.84, 
3573, 3.75, 0.29, 56.85, 
3574, 3.75, 0.29, 56.86, 
3575, 3.75, 0.29, 56.87, 
3576, 3.75, 0.29, 56.88, 
3577, 3.75, 0.29, 56.90, 
3578, 3.75, 0.29, 56.91, 
3579, 3.75, 0.29, 56.92, 
3580, 3.75, 0.29, 56.93, 
3581, 3.75, 0.29, 56.94, 
3582, 3.75, 0.29, 56.95, 
3583, 3.75, 0.29, 56.96, 
3584, 3.75, 0.29, 56.97, 
3585, 3.75, 0.29, 56.98, 
3586, 3.75, 0.29, 56.99, 
3587, 3.75, 0.29, 57.00, 
3588, 3.75, 0.29, 57.01, 
3589, 3.76, 0.29, 57.02, 
3590, 3.75, 0.29, 57.03, 
3591, 3.75, 0.29, 57.04, 
3592, 3.75, 0.29, 57.05, 
3593, 3.74, 0.29, 57.06, 
3594, 3.75, 0.29, 57.07, 
3595, 3.75, 0.29, 57.08, 
3596, 3.75, 0.29, 57.09, 
3597, 3.75, 0.29, 57.10, 
3598, 3.75, 0.29, 57.11, 
3599, 3.75, 0.29, 57.12, 
3600, 3.76, 0.29, 57.13, 
3601, 3.76, 0.29, 57.14, 
3602, 3.76, 0.29, 57.15, 
3603, 3.75, 0.29, 57.16, 
3604, 3.75, 0.29, 57.17, 
3605, 3.75, 0.29, 57.18, 
3606, 3.76, 0.29, 57.19, 
3607, 3.75, 0.29, 57.20, 
3608, 3.75, 0.29, 57.21, 
3609, 3.75, 0.29, 57.22, 
3610, 3.76, 0.29, 57.23, 
3611, 3.75, 0.29, 57.24, 
3612, 3.75, 0.29, 57.25, 
3613, 3.75, 0.29, 57.26, 
3614, 3.75, 0.29, 57.27, 
3615, 3.76, 0.29, 57.28, 
3616, 3.75, 0.29, 57.29, 
3617, 3.74, 0.29, 57.30, 
3618, 3.76, 0.29, 57.31, 
3619, 3.75, 0.29, 57.32, 
3620, 3.75, 0.29, 57.33, 
3621, 3.75, 0.29, 57.34, 
3622, 3.75, 0.29, 57.35, 
3623, 3.75, 0.29, 57.36, 
3624, 3.75, 0.29, 57.37, 
3625, 3.75, 0.29, 57.38, 
3626, 3.76, 0.29, 57.39, 
3627, 3.75, 0.29, 57.40, 
3628, 3.75, 0.29, 57.41, 
3629, 3.75, 0.29, 57.42, 
3630, 3.76, 0.29, 57.43, 
3631, 3.76, 0.29, 57.44, 
3632, 3.76, 0.29, 57.45, 
3633, 3.76, 0.29, 57.46, 
3634, 3.76, 0.29, 57.47, 
3635, 3.75, 0.29, 57.48, 
3636, 3.76, 0.29, 57.49, 
3637, 3.76, 0.29, 57.50, 
3638, 3.76, 0.29, 57.51, 
3639, 3.76, 0.29, 57.52, 
3640, 3.76, 0.29, 57.53, 
3641, 3.76, 0.29, 57.54, 
3642, 3.76, 0.29, 57.55, 
3643, 3.76, 0.29, 57.56, 
3644, 3.75, 0.29, 57.57, 
3645, 3.76, 0.29, 57.58, 
3646, 3.75, 0.29, 57.59, 
3647, 3.76, 0.29, 57.60, 
3648, 3.76, 0.29, 57.61, 
3649, 3.75, 0.29, 57.62, 
3650, 3.76, 0.29, 57.63, 
3651, 3.75, 0.29, 57.64, 
3652, 3.76, 0.29, 57.65, 
3653, 3.76, 0.29, 57.66, 
3654, 3.76, 0.29, 57.67, 
3655, 3.75, 0.29, 57.68, 
3656, 3.75, 0.29, 57.69, 
3657, 3.75, 0.29, 57.70, 
3658, 3.76, 0.29, 57.71, 
3659, 3.76, 0.29, 57.72, 
3660, 3.76, 0.28, 57.73, 
3661, 3.76, 0.29, 57.74, 
3662, 3.75, 0.29, 57.75, 
3663, 3.76, 0.29, 57.76, 
3664, 3.76, 0.28, 57.77, 
3665, 3.75, 0.28, 57.78, 
3666, 3.75, 0.29, 57.79, 
3667, 3.75, 0.29, 57.80, 
3668, 3.76, 0.29, 57.81, 
3669, 3.75, 0.29, 57.82, 
3670, 3.75, 0.29, 57.83, 
3671, 3.76, 0.29, 57.84, 
3672, 3.76, 0.29, 57.85, 
3673, 3.77, 0.29, 57.86, 
3674, 3.75, 0.28, 57.87, 
3675, 3.77, 0.28, 57.88, 
3676, 3.77, 0.29, 57.89, 
3677, 3.76, 0.29, 57.90, 
3678, 3.77, 0.29, 57.91, 
3679, 3.77, 0.28, 57.92, 
3680, 3.76, 0.28, 57.93, 
3681, 3.76, 0.28, 57.94, 
3682, 3.77, 0.28, 57.95, 
3683, 3.76, 0.28, 57.96, 
3684, 3.76, 0.28, 57.97, 
3685, 3.77, 0.28, 57.98, 
3686, 3.76, 0.28, 57.99, 
3687, 3.76, 0.28, 58.00, 
3688, 3.77, 0.28, 58.01, 
3689, 3.76, 0.28, 58.02, 
3690, 3.77, 0.28, 58.03, 
3691, 3.78, 0.28, 58.04, 
3692, 3.76, 0.28, 58.05, 
3693, 3.76, 0.28, 58.06, 
3694, 3.76, 0.28, 58.07, 
3695, 3.76, 0.28, 58.08, 
3696, 3.77, 0.28, 58.09, 
3697, 3.77, 0.28, 58.10, 
3698, 3.77, 0.28, 58.11, 
3699, 3.76, 0.28, 58.12, 
3700, 3.75, 0.28, 58.13, 
3701, 3.76, 0.28, 58.14, 
3702, 3.77, 0.28, 58.15, 
3703, 3.77, 0.28, 58.16, 
3704, 3.77, 0.28, 58.17, 
3705, 3.77, 0.28, 58.18, 
3706, 3.77, 0.28, 58.19, 
3707, 3.77, 0.28, 58.20, 
3708, 3.77, 0.28, 58.21, 
3709, 3.77, 0.28, 58.21, 
3710, 3.77, 0.28, 58.22, 
3711, 3.77, 0.28, 58.23, 
3712, 3.77, 0.28, 58.24, 
3713, 3.77, 0.28, 58.25, 
3714, 3.77, 0.28, 58.26, 
3715, 3.77, 0.28, 58.27, 
3716, 3.77, 0.28, 58.28, 
3717, 3.77, 0.28, 58.29, 
3718, 3.76, 0.28, 58.30, 
3719, 3.77, 0.28, 58.31, 
3720, 3.76, 0.28, 58.32, 
3721, 3.75, 0.28, 58.33, 
3722, 3.76, 0.28, 58.34, 
3723, 3.77, 0.28, 58.35, 
3724, 3.78, 0.28, 58.36, 
3725, 3.77, 0.28, 58.37, 
3726, 3.78, 0.28, 58.38, 
3727, 3.77, 0.28, 58.39, 
3728, 3.76, 0.28, 58.40, 
3729, 3.77, 0.28, 58.41, 
3730, 3.77, 0.28, 58.42, 
3731, 3.76, 0.28, 58.43, 
3732, 3.77, 0.28, 58.44, 
3733, 3.77, 0.28, 58.45, 
3734, 3.77, 0.28, 58.46, 
3735, 3.77, 0.28, 58.47, 
3736, 3.77, 0.28, 58.48, 
3737, 3.77, 0.28, 58.49, 
3738, 3.76, 0.28, 58.50, 
3739, 3.78, 0.28, 58.51, 
3740, 3.77, 0.28, 58.52, 
3741, 3.76, 0.28, 58.53, 
3742, 3.76, 0.28, 58.54, 
3743, 3.77, 0.28, 58.55, 
3744, 3.76, 0.28, 58.56, 
3745, 3.77, 0.28, 58.57, 
3746, 3.77, 0.28, 58.58, 
3747, 3.78, 0.28, 58.59, 
3748, 3.77, 0.28, 58.60, 
3749, 3.76, 0.28, 58.60, 
3750, 3.77, 0.28, 58.61, 
3751, 3.77, 0.28, 58.62, 
3752, 3.77, 0.28, 58.63, 
3753, 3.77, 0.28, 58.64, 
3754, 3.77, 0.28, 58.65, 
3755, 3.78, 0.28, 58.66, 
3756, 3.78, 0.28, 58.67, 
3757, 3.77, 0.28, 58.68, 
3758, 3.76, 0.28, 58.69, 
3759, 3.77, 0.28, 58.70, 
3760, 3.78, 0.28, 58.71, 
3761, 3.77, 0.28, 58.72, 
3762, 3.78, 0.28, 58.73, 
3763, 3.77, 0.28, 58.74, 
3764, 3.77, 0.28, 58.75, 
3765, 3.77, 0.28, 58.76, 
3766, 3.77, 0.28, 58.77, 
3767, 3.78, 0.28, 58.78, 
3768, 3.78, 0.28, 58.79, 
3769, 3.78, 0.28, 58.80, 
3770, 3.77, 0.28, 58.81, 
3771, 3.77, 0.28, 58.82, 
3772, 3.78, 0.28, 58.83, 
3773, 3.78, 0.28, 58.84, 
3774, 3.78, 0.28, 58.85, 
3775, 3.78, 0.28, 58.86, 
3776, 3.78, 0.28, 58.86, 
3777, 3.78, 0.27, 58.87, 
3778, 3.78, 0.28, 58.88, 
3779, 3.78, 0.28, 58.89, 
3780, 3.78, 0.28, 58.90, 
3781, 3.78, 0.28, 58.91, 
3782, 3.78, 0.28, 58.92, 
3783, 3.77, 0.28, 58.93, 
3784, 3.77, 0.28, 58.94, 
3785, 3.78, 0.28, 58.95, 
3786, 3.78, 0.28, 58.96, 
3787, 3.78, 0.28, 58.97, 
3788, 3.78, 0.28, 58.98, 
3789, 3.77, 0.28, 58.99, 
3790, 3.78, 0.27, 59.00, 
3791, 3.78, 0.28, 59.01, 
3792, 3.78, 0.27, 59.02, 
3793, 3.78, 0.27, 59.03, 
3794, 3.78, 0.27, 59.04, 
3795, 3.78, 0.27, 59.05, 
3796, 3.78, 0.27, 59.06, 
3797, 3.78, 0.27, 59.07, 
3798, 3.78, 0.27, 59.08, 
3799, 3.78, 0.27, 59.08, 
3800, 3.78, 0.27, 59.09, 
3801, 3.78, 0.27, 59.10, 
3802, 3.77, 0.27, 59.11, 
3803, 3.78, 0.27, 59.12, 
3804, 3.77, 0.27, 59.13, 
3805, 3.79, 0.27, 59.14, 
3806, 3.78, 0.27, 59.15, 
3807, 3.78, 0.27, 59.16, 
3808, 3.78, 0.27, 59.17, 
3809, 3.78, 0.27, 59.18, 
3810, 3.78, 0.27, 59.19, 
3811, 3.78, 0.27, 59.20, 
3812, 3.78, 0.27, 59.21, 
3813, 3.78, 0.27, 59.22, 
3814, 3.78, 0.27, 59.23, 
3815, 3.79, 0.27, 59.24, 
3816, 3.78, 0.27, 59.25, 
3817, 3.78, 0.27, 59.26, 
3818, 3.78, 0.27, 59.26, 
3819, 3.78, 0.27, 59.27, 
3820, 3.78, 0.27, 59.28, 
3821, 3.78, 0.27, 59.29, 
3822, 3.78, 0.27, 59.30, 
3823, 3.78, 0.27, 59.31, 
3824, 3.78, 0.27, 59.32, 
3825, 3.78, 0.27, 59.33, 
3826, 3.78, 0.27, 59.34, 
3827, 3.78, 0.27, 59.35, 
3828, 3.78, 0.27, 59.36, 
3829, 3.79, 0.27, 59.37, 
3830, 3.78, 0.27, 59.38, 
3831, 3.78, 0.27, 59.39, 
3832, 3.78, 0.27, 59.40, 
3833, 3.78, 0.27, 59.41, 
3834, 3.78, 0.27, 59.42, 
3835, 3.78, 0.27, 59.43, 
3836, 3.79, 0.27, 59.43, 
3837, 3.79, 0.27, 59.44, 
3838, 3.79, 0.27, 59.45, 
3839, 3.78, 0.27, 59.46, 
3840, 3.79, 0.27, 59.47, 
3841, 3.79, 0.27, 59.48, 
3842, 3.79, 0.27, 59.49, 
3843, 3.78, 0.27, 59.50, 
3844, 3.79, 0.27, 59.51, 
3845, 3.79, 0.27, 59.52, 
3846, 3.79, 0.27, 59.53, 
3847, 3.79, 0.27, 59.54, 
3848, 3.79, 0.27, 59.55, 
3849, 3.79, 0.27, 59.56, 
3850, 3.79, 0.27, 59.57, 
3851, 3.79, 0.27, 59.58, 
3852, 3.78, 0.27, 59.58, 
3853, 3.78, 0.27, 59.59, 
3854, 3.79, 0.27, 59.60, 
3855, 3.79, 0.27, 59.61, 
3856, 3.78, 0.27, 59.62, 
3857, 3.79, 0.27, 59.63, 
3858, 3.78, 0.27, 59.64, 
3859, 3.79, 0.27, 59.65, 
3860, 3.79, 0.27, 59.66, 
3861, 3.79, 0.27, 59.67, 
3862, 3.79, 0.27, 59.68, 
3863, 3.79, 0.27, 59.69, 
3864, 3.78, 0.27, 59.70, 
3865, 3.79, 0.27, 59.71, 
3866, 3.80, 0.27, 59.72, 
3867, 3.79, 0.27, 59.72, 
3868, 3.79, 0.27, 59.73, 
3869, 3.78, 0.27, 59.74, 
3870, 3.78, 0.27, 59.75, 
3871, 3.79, 0.27, 59.76, 
3872, 3.79, 0.27, 59.77, 
3873, 3.79, 0.27, 59.78, 
3874, 3.79, 0.27, 59.79, 
3875, 3.79, 0.27, 59.80, 
3876, 3.79, 0.27, 59.81, 
3877, 3.78, 0.27, 59.82, 
3878, 3.78, 0.27, 59.83, 
3879, 3.79, 0.27, 59.84, 
3880, 3.79, 0.27, 59.85, 
3881, 3.79, 0.27, 59.85, 
3882, 3.79, 0.27, 59.86, 
3883, 3.79, 0.27, 59.87, 
3884, 3.79, 0.27, 59.88, 
3885, 3.79, 0.27, 59.89, 
3886, 3.79, 0.27, 59.90, 
3887, 3.79, 0.27, 59.91, 
3888, 3.79, 0.27, 59.92, 
3889, 3.79, 0.27, 59.93, 
3890, 3.79, 0.27, 59.94, 
3891, 3.79, 0.27, 59.95, 
3892, 3.79, 0.27, 59.96, 
3893, 3.79, 0.27, 59.97, 
3894, 3.79, 0.27, 59.98, 
3895, 3.79, 0.27, 59.98, 
3896, 3.79, 0.27, 59.99, 
3897, 3.80, 0.27, 60.00, 
3898, 3.79, 0.27, 60.01, 
3899, 3.79, 0.27, 60.02, 
3900, 3.79, 0.26, 60.03, 
3901, 3.79, 0.27, 60.04, 
3902, 3.79, 0.26, 60.05, 
3903, 3.79, 0.26, 60.06, 
3904, 3.79, 0.26, 60.07, 
3905, 3.79, 0.26, 60.08, 
3906, 3.79, 0.26, 60.09, 
3907, 3.79, 0.26, 60.09, 
3908, 3.79, 0.26, 60.10, 
3909, 3.79, 0.26, 60.11, 
3910, 3.79, 0.26, 60.12, 
3911, 3.80, 0.26, 60.13, 
3912, 3.79, 0.26, 60.14, 
3913, 3.79, 0.26, 60.15, 
3914, 3.80, 0.26, 60.16, 
3915, 3.79, 0.26, 60.17, 
3916, 3.80, 0.26, 60.18, 
3917, 3.80, 0.26, 60.19, 
3918, 3.80, 0.26, 60.20, 
3919, 3.80, 0.26, 60.21, 
3920, 3.80, 0.26, 60.21, 
3921, 3.80, 0.26, 60.22, 
3922, 3.79, 0.26, 60.23, 
3923, 3.79, 0.26, 60.24, 
3924, 3.80, 0.26, 60.25, 
3925, 3.80, 0.26, 60.26, 
3926, 3.80, 0.26, 60.27, 
3927, 3.80, 0.26, 60.28, 
3928, 3.79, 0.26, 60.29, 
3929, 3.80, 0.26, 60.30, 
3930, 3.79, 0.26, 60.31, 
3931, 3.80, 0.26, 60.31, 
3932, 3.79, 0.26, 60.32, 
3933, 3.80, 0.26, 60.33, 
3934, 3.80, 0.26, 60.34, 
3935, 3.80, 0.26, 60.35, 
3936, 3.80, 0.26, 60.36, 
3937, 3.80, 0.26, 60.37, 
3938, 3.80, 0.26, 60.38, 
3939, 3.80, 0.26, 60.39, 
3940, 3.80, 0.26, 60.40, 
3941, 3.80, 0.26, 60.41, 
3942, 3.80, 0.26, 60.41, 
3943, 3.80, 0.26, 60.42, 
3944, 3.80, 0.26, 60.43, 
3945, 3.79, 0.26, 60.44, 
3946, 3.80, 0.26, 60.45, 
3947, 3.80, 0.26, 60.46, 
3948, 3.80, 0.26, 60.47, 
3949, 3.80, 0.26, 60.48, 
3950, 3.80, 0.26, 60.49, 
3951, 3.80, 0.26, 60.50, 
3952, 3.80, 0.26, 60.51, 
3953, 3.80, 0.26, 60.51, 
3954, 3.80, 0.26, 60.52, 
3955, 3.80, 0.26, 60.53, 
3956, 3.80, 0.26, 60.54, 
3957, 3.80, 0.26, 60.55, 
3958, 3.80, 0.26, 60.56, 
3959, 3.80, 0.26, 60.57, 
3960, 3.80, 0.26, 60.58, 
3961, 3.80, 0.26, 60.59, 
3962, 3.80, 0.26, 60.60, 
3963, 3.80, 0.26, 60.61, 
3964, 3.80, 0.26, 60.61, 
3965, 3.80, 0.26, 60.62, 
3966, 3.80, 0.26, 60.63, 
3967, 3.80, 0.26, 60.64, 
3968, 3.81, 0.26, 60.65, 
3969, 3.80, 0.26, 60.66, 
3970, 3.80, 0.26, 60.67, 
3971, 3.80, 0.26, 60.68, 
3972, 3.80, 0.26, 60.69, 
3973, 3.80, 0.26, 60.70, 
3974, 3.80, 0.26, 60.70, 
3975, 3.80, 0.26, 60.71, 
3976, 3.80, 0.26, 60.72, 
3977, 3.81, 0.26, 60.73, 
3978, 3.81, 0.26, 60.74, 
3979, 3.80, 0.26, 60.75, 
3980, 3.80, 0.26, 60.76, 
3981, 3.81, 0.26, 60.77, 
3982, 3.80, 0.26, 60.78, 
3983, 3.81, 0.26, 60.79, 
3984, 3.80, 0.26, 60.79, 
3985, 3.81, 0.26, 60.80, 
3986, 3.80, 0.26, 60.81, 
3987, 3.81, 0.26, 60.82, 
3988, 3.80, 0.26, 60.83, 
3989, 3.80, 0.26, 60.84, 
3990, 3.81, 0.26, 60.85, 
3991, 3.81, 0.26, 60.86, 
3992, 3.81, 0.26, 60.87, 
3993, 3.81, 0.26, 60.88, 
3994, 3.81, 0.26, 60.88, 
3995, 3.80, 0.26, 60.89, 
3996, 3.81, 0.26, 60.90, 
3997, 3.80, 0.26, 60.91, 
3998, 3.81, 0.26, 60.92, 
3999, 3.80, 0.26, 60.93, 
4000, 3.81, 0.26, 60.94, 
4001, 3.80, 0.26, 60.95, 
4002, 3.81, 0.26, 60.96, 
4003, 3.81, 0.26, 60.96, 
4004, 3.81, 0.26, 60.97, 
4005, 3.80, 0.26, 60.98, 
4006, 3.80, 0.26, 60.99, 
4007, 3.81, 0.26, 61.00, 
4008, 3.81, 0.26, 61.01, 
4009, 3.81, 0.26, 61.02, 
4010, 3.81, 0.25, 61.03, 
4011, 3.81, 0.26, 61.04, 
4012, 3.81, 0.26, 61.04, 
4013, 3.81, 0.26, 61.05, 
4014, 3.80, 0.26, 61.06, 
4015, 3.80, 0.26, 61.07, 
4016, 3.81, 0.26, 61.08, 
4017, 3.80, 0.26, 61.09, 
4018, 3.81, 0.26, 61.10, 
4019, 3.81, 0.25, 61.11, 
4020, 3.81, 0.25, 61.12, 
4021, 3.81, 0.26, 61.12, 
4022, 3.81, 0.26, 61.13, 
4023, 3.81, 0.25, 61.14, 
4024, 3.81, 0.25, 61.15, 
4025, 3.81, 0.25, 61.16, 
4026, 3.81, 0.25, 61.17, 
4027, 3.81, 0.25, 61.18, 
4028, 3.81, 0.25, 61.19, 
4029, 3.81, 0.25, 61.20, 
4030, 3.81, 0.25, 61.20, 
4031, 3.81, 0.25, 61.21, 
4032, 3.81, 0.25, 61.22, 
4033, 3.80, 0.25, 61.23, 
4034, 3.81, 0.25, 61.24, 
4035, 3.81, 0.25, 61.25, 
4036, 3.81, 0.25, 61.26, 
4037, 3.81, 0.25, 61.27, 
4038, 3.82, 0.25, 61.27, 
4039, 3.81, 0.25, 61.28, 
4040, 3.81, 0.25, 61.29, 
4041, 3.81, 0.25, 61.30, 
4042, 3.81, 0.25, 61.31, 
4043, 3.81, 0.25, 61.32, 
4044, 3.81, 0.25, 61.33, 
4045, 3.81, 0.25, 61.34, 
4046, 3.81, 0.25, 61.35, 
4047, 3.81, 0.25, 61.35, 
4048, 3.81, 0.25, 61.36, 
4049, 3.81, 0.25, 61.37, 
4050, 3.81, 0.25, 61.38, 
4051, 3.81, 0.25, 61.39, 
4052, 3.82, 0.25, 61.40, 
4053, 3.81, 0.25, 61.41, 
4054, 3.82, 0.25, 61.42, 
4055, 3.81, 0.25, 61.42, 
4056, 3.81, 0.25, 61.43, 
4057, 3.81, 0.25, 61.44, 
4058, 3.82, 0.25, 61.45, 
4059, 3.82, 0.25, 61.46, 
4060, 3.81, 0.25, 61.47, 
4061, 3.82, 0.25, 61.48, 
4062, 3.82, 0.25, 61.49, 
4063, 3.82, 0.25, 61.49, 
4064, 3.81, 0.25, 61.50, 
4065, 3.81, 0.25, 61.51, 
4066, 3.82, 0.25, 61.52, 
4067, 3.81, 0.25, 61.53, 
4068, 3.82, 0.25, 61.54, 
4069, 3.82, 0.25, 61.55, 
4070, 3.81, 0.25, 61.56, 
4071, 3.82, 0.25, 61.56, 
4072, 3.81, 0.25, 61.57, 
4073, 3.82, 0.25, 61.58, 
4074, 3.81, 0.25, 61.59, 
4075, 3.81, 0.25, 61.60, 
4076, 3.82, 0.25, 61.61, 
4077, 3.82, 0.25, 61.62, 
4078, 3.82, 0.25, 61.63, 
4079, 3.81, 0.25, 61.63, 
4080, 3.81, 0.25, 61.64, 
4081, 3.81, 0.25, 61.65, 
4082, 3.82, 0.25, 61.66, 
4083, 3.82, 0.25, 61.67, 
4084, 3.82, 0.25, 61.68, 
4085, 3.82, 0.25, 61.69, 
4086, 3.81, 0.25, 61.69, 
4087, 3.82, 0.25, 61.70, 
4088, 3.82, 0.25, 61.71, 
4089, 3.82, 0.25, 61.72, 
4090, 3.81, 0.25, 61.73, 
4091, 3.81, 0.25, 61.74, 
4092, 3.82, 0.25, 61.75, 
4093, 3.81, 0.25, 61.76, 
4094, 3.82, 0.25, 61.76, 
4095, 3.81, 0.25, 61.77, 
4096, 3.82, 0.25, 61.78, 
4097, 3.81, 0.25, 61.79, 
4098, 3.82, 0.25, 61.80, 
4099, 3.82, 0.25, 61.81, 
4100, 3.82, 0.25, 61.82, 
4101, 3.82, 0.25, 61.83, 
4102, 3.81, 0.25, 61.83, 
4103, 3.82, 0.25, 61.84, 
4104, 3.82, 0.25, 61.85, 
4105, 3.82, 0.25, 61.86, 
4106, 3.82, 0.25, 61.87, 
4107, 3.82, 0.25, 61.88, 
4108, 3.82, 0.25, 61.89, 
4109, 3.82, 0.25, 61.89, 
4110, 3.82, 0.25, 61.90, 
4111, 3.82, 0.25, 61.91, 
4112, 3.81, 0.25, 61.92, 
4113, 3.82, 0.25, 61.93, 
4114, 3.82, 0.25, 61.94, 
4115, 3.82, 0.25, 61.95, 
4116, 3.82, 0.25, 61.95, 
4117, 3.82, 0.25, 61.96, 
4118, 3.82, 0.25, 61.97, 
4119, 3.83, 0.25, 61.98, 
4120, 3.82, 0.25, 61.99, 
4121, 3.82, 0.25, 62.00, 
4122, 3.82, 0.25, 62.01, 
4123, 3.82, 0.25, 62.01, 
4124, 3.82, 0.25, 62.02, 
4125, 3.82, 0.25, 62.03, 
4126, 3.82, 0.25, 62.04, 
4127, 3.82, 0.25, 62.05, 
4128, 3.83, 0.25, 62.06, 
4129, 3.82, 0.25, 62.07, 
4130, 3.82, 0.25, 62.07, 
4131, 3.82, 0.25, 62.08, 
4132, 3.82, 0.25, 62.09, 
4133, 3.83, 0.25, 62.10, 
4134, 3.82, 0.25, 62.11, 
4135, 3.83, 0.25, 62.12, 
4136, 3.82, 0.25, 62.13, 
4137, 3.82, 0.25, 62.13, 
4138, 3.82, 0.25, 62.14, 
4139, 3.82, 0.25, 62.15, 
4140, 3.82, 0.25, 62.16, 
4141, 3.82, 0.25, 62.17, 
4142, 3.82, 0.25, 62.18, 
4143, 3.83, 0.25, 62.19, 
4144, 3.82, 0.25, 62.19, 
4145, 3.82, 0.25, 62.20, 
4146, 3.82, 0.25, 62.21, 
4147, 3.82, 0.25, 62.22, 
4148, 3.82, 0.25, 62.23, 
4149, 3.82, 0.25, 62.24, 
4150, 3.83, 0.25, 62.25, 
4151, 3.83, 0.24, 62.25, 
4152, 3.83, 0.25, 62.26, 
4153, 3.82, 0.25, 62.27, 
4154, 3.82, 0.25, 62.28, 
4155, 3.82, 0.25, 62.29, 
4156, 3.83, 0.25, 62.30, 
4157, 3.83, 0.24, 62.31, 
4158, 3.82, 0.24, 62.31, 
4159, 3.83, 0.24, 62.32, 
4160, 3.83, 0.24, 62.33, 
4161, 3.82, 0.24, 62.34, 
4162, 3.82, 0.24, 62.35, 
4163, 3.83, 0.24, 62.36, 
4164, 3.83, 0.24, 62.36, 
4165, 3.83, 0.24, 62.37, 
4166, 3.82, 0.24, 62.38, 
4167, 3.82, 0.24, 62.39, 
4168, 3.82, 0.24, 62.40, 
4169, 3.82, 0.24, 62.41, 
4170, 3.82, 0.24, 62.42, 
4171, 3.82, 0.24, 62.42, 
4172, 3.82, 0.24, 62.43, 
4173, 3.83, 0.24, 62.44, 
4174, 3.83, 0.24, 62.45, 
4175, 3.82, 0.24, 62.46, 
4176, 3.82, 0.24, 62.47, 
4177, 3.82, 0.24, 62.47, 
4178, 3.83, 0.24, 62.48, 
4179, 3.83, 0.24, 62.49, 
4180, 3.83, 0.24, 62.50, 
4181, 3.82, 0.24, 62.51, 
4182, 3.83, 0.24, 62.52, 
4183, 3.83, 0.24, 62.53, 
4184, 3.82, 0.24, 62.53, 
4185, 3.83, 0.24, 62.54, 
4186, 3.83, 0.24, 62.55, 
4187, 3.83, 0.24, 62.56, 
4188, 3.83, 0.24, 62.57, 
4189, 3.83, 0.24, 62.58, 
4190, 3.83, 0.24, 62.58, 
4191, 3.83, 0.24, 62.59, 
4192, 3.83, 0.24, 62.60, 
4193, 3.83, 0.24, 62.61, 
4194, 3.83, 0.24, 62.62, 
4195, 3.83, 0.24, 62.63, 
4196, 3.83, 0.24, 62.63, 
4197, 3.83, 0.24, 62.64, 
4198, 3.83, 0.24, 62.65, 
4199, 3.83, 0.24, 62.66, 
4200, 3.83, 0.24, 62.67, 
4201, 3.83, 0.24, 62.68, 
4202, 3.83, 0.24, 62.68, 
4203, 3.83, 0.24, 62.69, 
4204, 3.83, 0.24, 62.70, 
4205, 3.83, 0.24, 62.71, 
4206, 3.83, 0.24, 62.72, 
4207, 3.83, 0.24, 62.73, 
4208, 3.83, 0.24, 62.74, 
4209, 3.83, 0.24, 62.74, 
4210, 3.83, 0.24, 62.75, 
4211, 3.83, 0.24, 62.76, 
4212, 3.83, 0.24, 62.77, 
4213, 3.83, 0.24, 62.78, 
4214, 3.84, 0.24, 62.79, 
4215, 3.84, 0.24, 62.79, 
4216, 3.83, 0.24, 62.80, 
4217, 3.83, 0.24, 62.81, 
4218, 3.83, 0.24, 62.82, 
4219, 3.83, 0.24, 62.83, 
4220, 3.83, 0.24, 62.84, 
4221, 3.83, 0.24, 62.84, 
4222, 3.83, 0.24, 62.85, 
4223, 3.83, 0.24, 62.86, 
4224, 3.83, 0.24, 62.87, 
4225, 3.84, 0.24, 62.88, 
4226, 3.83, 0.24, 62.89, 
4227, 3.83, 0.24, 62.89, 
4228, 3.83, 0.24, 62.90, 
4229, 3.83, 0.24, 62.91, 
4230, 3.83, 0.24, 62.92, 
4231, 3.83, 0.24, 62.93, 
4232, 3.83, 0.24, 62.93, 
4233, 3.83, 0.24, 62.94, 
4234, 3.83, 0.24, 62.95, 
4235, 3.83, 0.24, 62.96, 
4236, 3.83, 0.24, 62.97, 
4237, 3.83, 0.24, 62.98, 
4238, 3.83, 0.24, 62.98, 
4239, 3.83, 0.24, 62.99, 
4240, 3.83, 0.24, 63.00, 
