Time (s), Voltage (V), Current (A), SOC (%)
1738, 3.50, 0.45, 32.78, 
1739, 3.51, 0.45, 32.79, 
1740, 3.51, 0.45, 32.81, 
1741, 3.51, 0.45, 32.83, 
1742, 3.51, 0.45, 32.84, 
1743, 3.51, 0.45, 32.86, 
1744, 3.51, 0.45, 32.87, 
1745, 3.51, 0.45, 32.89, 
1746, 3.51, 0.45, 32.90, 
1747, 3.51, 0.45, 32.92, 
1748, 3.51, 0.45, 32.94, 
1749, 3.50, 0.45, 32.95, 
1750, 3.51, 0.45, 32.97, 
1751, 3.51, 0.45, 32.98, 
1752, 3.51, 0.45, 33.00, 
1753, 3.50, 0.45, 33.01, 
1754, 3.50, 0.45, 33.03, 
1755, 3.51, 0.45, 33.05, 
1756, 3.51, 0.45, 33.06, 
1757, 3.51, 0.45, 33.08, 
1758, 3.51, 0.45, 33.09, 
1759, 3.51, 0.45, 33.11, 
1760, 3.51, 0.45, 33.12, 
1761, 3.51, 0.45, 33.14, 
1762, 3.51, 0.45, 33.16, 
1763, 3.51, 0.45, 33.17, 
1764, 3.51, 0.45, 33.19, 
1765, 3.51, 0.45, 33.20, 
1766, 3.51, 0.45, 33.22, 
1767, 3.51, 0.45, 33.23, 
1768, 3.51, 0.45, 33.25, 
1769, 3.51, 0.45, 33.27, 
1770, 3.51, 0.45, 33.28, 
1771, 3.51, 0.45, 33.30, 
1772, 3.51, 0.45, 33.31, 
1773, 3.51, 0.45, 33.33, 
1774, 3.51, 0.45, 33.34, 
1775, 3.51, 0.45, 33.36, 
1776, 3.51, 0.45, 33.37, 
1777, 3.51, 0.45, 33.39, 
1778, 3.51, 0.45, 33.41, 
1779, 3.51, 0.45, 33.42, 
1780, 3.51, 0.45, 33.44, 
1781, 3.51, 0.45, 33.45, 
1782, 3.51, 0.45, 33.47, 
1783, 3.51, 0.45, 33.48, 
1784, 3.51, 0.45, 33.50, 
1785, 3.51, 0.45, 33.52, 
1786, 3.51, 0.45, 33.53, 
1787, 3.51, 0.45, 33.55, 
1788, 3.51, 0.45, 33.56, 
1789, 3.51, 0.45, 33.58, 
1790, 3.51, 0.45, 33.59, 
1791, 3.52, 0.45, 33.61, 
1792, 3.51, 0.45, 33.62, 
1793, 3.52, 0.45, 33.64, 
1794, 3.52, 0.45, 33.66, 
1795, 3.51, 0.45, 33.67, 
1796, 3.51, 0.45, 33.69, 
1797, 3.51, 0.45, 33.70, 
1798, 3.51, 0.45, 33.72, 
1799, 3.51, 0.45, 33.73, 
1800, 3.51, 0.45, 33.75, 
1801, 3.51, 0.45, 33.76, 
1802, 3.51, 0.45, 33.78, 
1803, 3.51, 0.45, 33.80, 
1804, 3.52, 0.45, 33.81, 
1805, 3.52, 0.45, 33.83, 
1806, 3.52, 0.45, 33.84, 
1807, 3.51, 0.45, 33.86, 
1808, 3.51, 0.45, 33.87, 
1809, 3.52, 0.45, 33.89, 
1810, 3.51, 0.45, 33.90, 
1811, 3.52, 0.45, 33.92, 
1812, 3.52, 0.45, 33.94, 
1813, 3.51, 0.45, 33.95, 
1814, 3.51, 0.45, 33.97, 
1815, 3.51, 0.45, 33.98, 
1816, 3.51, 0.45, 34.00, 
1817, 3.51, 0.45, 34.01, 
1818, 3.51, 0.45, 34.03, 
1819, 3.52, 0.45, 34.04, 
1820, 3.52, 0.45, 34.06, 
1821, 3.52, 0.45, 34.08, 
1822, 3.52, 0.45, 34.09, 
1823, 3.52, 0.45, 34.11, 
1824, 3.52, 0.45, 34.12, 
1825, 3.52, 0.45, 34.14, 
1826, 3.51, 0.45, 34.15, 
1827, 3.51, 0.45, 34.17, 
1828, 3.51, 0.45, 34.18, 
1829, 3.52, 0.45, 34.20, 
1830, 3.51, 0.45, 34.22, 
1831, 3.51, 0.44, 34.23, 
1832, 3.51, 0.45, 34.25, 
1833, 3.52, 0.45, 34.26, 
1834, 3.52, 0.45, 34.28, 
1835, 3.51, 0.45, 34.29, 
1836, 3.52, 0.45, 34.31, 
1837, 3.52, 0.45, 34.32, 
1838, 3.51, 0.45, 34.34, 
1839, 3.51, 0.45, 34.35, 
1840, 3.52, 0.45, 34.37, 
1841, 3.52, 0.44, 34.39, 
1842, 3.51, 0.45, 34.40, 
1843, 3.52, 0.45, 34.42, 
1844, 3.52, 0.44, 34.43, 
1845, 3.51, 0.45, 34.45, 
1846, 3.52, 0.44, 34.46, 
1847, 3.52, 0.44, 34.48, 
1848, 3.52, 0.44, 34.49, 
1849, 3.52, 0.44, 34.51, 
1850, 3.52, 0.44, 34.52, 
1851, 3.52, 0.44, 34.54, 
1852, 3.52, 0.44, 34.56, 
1853, 3.52, 0.44, 34.57, 
1854, 3.52, 0.44, 34.59, 
1855, 3.52, 0.44, 34.60, 
1856, 3.52, 0.44, 34.62, 
1857, 3.52, 0.44, 34.63, 
1858, 3.52, 0.44, 34.65, 
1859, 3.52, 0.44, 34.66, 
1860, 3.52, 0.44, 34.68, 
1861, 3.52, 0.44, 34.69, 
1862, 3.52, 0.44, 34.71, 
1863, 3.52, 0.44, 34.73, 
1864, 3.52, 0.44, 34.74, 
1865, 3.52, 0.44, 34.76, 
1866, 3.52, 0.44, 34.77, 
1867, 3.52, 0.44, 34.79, 
1868, 3.52, 0.44, 34.80, 
1869, 3.52, 0.44, 34.82, 
1870, 3.52, 0.44, 34.83, 
1871, 3.52, 0.44, 34.85, 
1872, 3.52, 0.44, 34.86, 
1873, 3.52, 0.44, 34.88, 
1874, 3.52, 0.44, 34.89, 
1875, 3.52, 0.44, 34.91, 
1876, 3.52, 0.44, 34.93, 
1877, 3.52, 0.44, 34.94, 
1878, 3.52, 0.44, 34.96, 
1879, 3.52, 0.44, 34.97, 
1880, 3.52, 0.44, 34.99, 
1881, 3.52, 0.44, 35.00, 
1882, 3.52, 0.44, 35.02, 
1883, 3.52, 0.44, 35.03, 
1884, 3.52, 0.44, 35.05, 
1885, 3.52, 0.44, 35.06, 
1886, 3.52, 0.44, 35.08, 
1887, 3.52, 0.44, 35.09, 
1888, 3.52, 0.44, 35.11, 
1889, 3.53, 0.44, 35.13, 
1890, 3.52, 0.44, 35.14, 
1891, 3.52, 0.44, 35.16, 
1892, 3.52, 0.44, 35.17, 
1893, 3.52, 0.44, 35.19, 
1894, 3.52, 0.44, 35.20, 
1895, 3.52, 0.44, 35.22, 
1896, 3.52, 0.44, 35.23, 
1897, 3.52, 0.44, 35.25, 
1898, 3.52, 0.44, 35.26, 
1899, 3.52, 0.44, 35.28, 
1900, 3.52, 0.44, 35.29, 
1901, 3.52, 0.44, 35.31, 
1902, 3.52, 0.44, 35.32, 
1903, 3.52, 0.44, 35.34, 
1904, 3.52, 0.44, 35.36, 
1905, 3.52, 0.44, 35.37, 
1906, 3.53, 0.44, 35.39, 
1907, 3.53, 0.44, 35.40, 
1908, 3.52, 0.44, 35.42, 
1909, 3.53, 0.44, 35.43, 
1910, 3.52, 0.44, 35.45, 
1911, 3.52, 0.44, 35.46, 
1912, 3.53, 0.44, 35.48, 
1913, 3.52, 0.44, 35.49, 
1914, 3.53, 0.44, 35.51, 
1915, 3.53, 0.44, 35.52, 
1916, 3.52, 0.44, 35.54, 
1917, 3.53, 0.44, 35.55, 
1918, 3.52, 0.44, 35.57, 
1919, 3.52, 0.44, 35.59, 
1920, 3.53, 0.44, 35.60, 
1921, 3.52, 0.44, 35.62, 
1922, 3.52, 0.44, 35.63, 
1923, 3.52, 0.44, 35.65, 
1924, 3.52, 0.44, 35.66, 
1925, 3.53, 0.44, 35.68, 
1926, 3.53, 0.44, 35.69, 
1927, 3.53, 0.44, 35.71, 
1928, 3.52, 0.44, 35.72, 
1929, 3.53, 0.44, 35.74, 
1930, 3.53, 0.44, 35.75, 
1931, 3.53, 0.44, 35.77, 
1932, 3.53, 0.44, 35.78, 
1933, 3.53, 0.44, 35.80, 
1934, 3.53, 0.44, 35.81, 
1935, 3.53, 0.44, 35.83, 
1936, 3.53, 0.44, 35.84, 
1937, 3.53, 0.44, 35.86, 
1938, 3.53, 0.44, 35.88, 
1939, 3.53, 0.44, 35.89, 
1940, 3.53, 0.44, 35.91, 
1941, 3.53, 0.44, 35.92, 
1942, 3.53, 0.44, 35.94, 
1943, 3.53, 0.44, 35.95, 
1944, 3.53, 0.44, 35.97, 
1945, 3.53, 0.44, 35.98, 
1946, 3.53, 0.44, 36.00, 
1947, 3.53, 0.44, 36.01, 
1948, 3.53, 0.44, 36.03, 
1949, 3.53, 0.44, 36.04, 
1950, 3.53, 0.44, 36.06, 
1951, 3.53, 0.44, 36.07, 
1952, 3.53, 0.44, 36.09, 
1953, 3.53, 0.44, 36.10, 
1954, 3.53, 0.44, 36.12, 
1955, 3.53, 0.44, 36.13, 
1956, 3.53, 0.44, 36.15, 
1957, 3.53, 0.44, 36.16, 
1958, 3.53, 0.44, 36.18, 
1959, 3.53, 0.44, 36.19, 
1960, 3.53, 0.44, 36.21, 
1961, 3.53, 0.44, 36.22, 
1962, 3.54, 0.44, 36.24, 
1963, 3.53, 0.44, 36.26, 
1964, 3.53, 0.44, 36.27, 
1965, 3.53, 0.44, 36.29, 
1966, 3.53, 0.44, 36.30, 
1967, 3.53, 0.44, 36.32, 
1968, 3.53, 0.44, 36.33, 
1969, 3.53, 0.44, 36.35, 
1970, 3.53, 0.44, 36.36, 
1971, 3.53, 0.44, 36.38, 
1972, 3.53, 0.44, 36.39, 
1973, 3.53, 0.44, 36.41, 
1974, 3.53, 0.44, 36.42, 
1975, 3.53, 0.44, 36.44, 
1976, 3.53, 0.44, 36.45, 
1977, 3.53, 0.44, 36.47, 
1978, 3.53, 0.44, 36.48, 
1979, 3.53, 0.44, 36.50, 
1980, 3.54, 0.44, 36.51, 
1981, 3.53, 0.44, 36.53, 
1982, 3.54, 0.44, 36.54, 
1983, 3.53, 0.43, 36.56, 
1984, 3.53, 0.44, 36.57, 
1985, 3.54, 0.43, 36.59, 
1986, 3.53, 0.43, 36.60, 
1987, 3.53, 0.43, 36.62, 
1988, 3.53, 0.44, 36.63, 
1989, 3.53, 0.43, 36.65, 
1990, 3.53, 0.43, 36.66, 
1991, 3.53, 0.43, 36.68, 
1992, 3.54, 0.43, 36.69, 
1993, 3.53, 0.44, 36.71, 
1994, 3.53, 0.43, 36.72, 
1995, 3.53, 0.43, 36.74, 
1996, 3.53, 0.43, 36.75, 
1997, 3.53, 0.43, 36.77, 
1998, 3.54, 0.43, 36.78, 
1999, 3.53, 0.43, 36.80, 
2000, 3.53, 0.43, 36.81, 
2001, 3.53, 0.43, 36.83, 
2002, 3.53, 0.43, 36.84, 
2003, 3.54, 0.43, 36.86, 
2004, 3.54, 0.43, 36.87, 
2005, 3.53, 0.43, 36.89, 
2006, 3.53, 0.43, 36.90, 
2007, 3.53, 0.43, 36.92, 
2008, 3.54, 0.43, 36.94, 
2009, 3.54, 0.43, 36.95, 
2010, 3.53, 0.43, 36.97, 
2011, 3.53, 0.43, 36.98, 
2012, 3.53, 0.43, 37.00, 
2013, 3.53, 0.43, 37.01, 
2014, 3.54, 0.43, 37.03, 
2015, 3.54, 0.43, 37.04, 
2016, 3.53, 0.43, 37.06, 
2017, 3.54, 0.43, 37.07, 
2018, 3.54, 0.43, 37.09, 
2019, 3.54, 0.43, 37.10, 
2020, 3.54, 0.43, 37.12, 
2021, 3.54, 0.43, 37.13, 
2022, 3.54, 0.43, 37.15, 
2023, 3.54, 0.43, 37.16, 
2024, 3.54, 0.43, 37.18, 
2025, 3.54, 0.43, 37.19, 
2026, 3.54, 0.43, 37.21, 
2027, 3.54, 0.43, 37.22, 
2028, 3.54, 0.43, 37.24, 
2029, 3.54, 0.43, 37.25, 
2030, 3.54, 0.43, 37.27, 
2031, 3.54, 0.43, 37.28, 
2032, 3.54, 0.43, 37.30, 
2033, 3.54, 0.43, 37.31, 
2034, 3.54, 0.43, 37.33, 
2035, 3.54, 0.43, 37.34, 
2036, 3.54, 0.43, 37.36, 
2037, 3.54, 0.43, 37.37, 
2038, 3.54, 0.43, 37.39, 
2039, 3.54, 0.43, 37.40, 
2040, 3.54, 0.43, 37.42, 
2041, 3.54, 0.43, 37.43, 
2042, 3.54, 0.43, 37.45, 
2043, 3.54, 0.43, 37.46, 
2044, 3.54, 0.43, 37.48, 
2045, 3.54, 0.43, 37.49, 
2046, 3.54, 0.43, 37.51, 
2047, 3.54, 0.43, 37.52, 
2048, 3.54, 0.43, 37.54, 
2049, 3.54, 0.43, 37.55, 
2050, 3.54, 0.43, 37.57, 
2051, 3.54, 0.43, 37.58, 
2052, 3.54, 0.43, 37.60, 
2053, 3.54, 0.43, 37.61, 
2054, 3.54, 0.43, 37.62, 
2055, 3.54, 0.43, 37.64, 
2056, 3.54, 0.43, 37.65, 
2057, 3.54, 0.43, 37.67, 
2058, 3.54, 0.43, 37.68, 
2059, 3.55, 0.43, 37.70, 
2060, 3.54, 0.43, 37.71, 
2061, 3.54, 0.43, 37.73, 
2062, 3.54, 0.43, 37.74, 
2063, 3.54, 0.43, 37.76, 
2064, 3.54, 0.43, 37.77, 
2065, 3.54, 0.43, 37.79, 
2066, 3.54, 0.43, 37.80, 
2067, 3.55, 0.43, 37.82, 
2068, 3.54, 0.43, 37.83, 
2069, 3.54, 0.43, 37.85, 
2070, 3.54, 0.43, 37.86, 
2071, 3.54, 0.43, 37.88, 
2072, 3.54, 0.43, 37.89, 
2073, 3.54, 0.43, 37.91, 
2074, 3.54, 0.43, 37.92, 
2075, 3.55, 0.43, 37.94, 
2076, 3.55, 0.43, 37.95, 
2077, 3.55, 0.43, 37.97, 
2078, 3.54, 0.43, 37.98, 
2079, 3.54, 0.43, 38.00, 
2080, 3.55, 0.43, 38.01, 
2081, 3.55, 0.43, 38.03, 
2082, 3.54, 0.43, 38.04, 
2083, 3.55, 0.43, 38.06, 
2084, 3.55, 0.43, 38.07, 
2085, 3.55, 0.43, 38.09, 
2086, 3.54, 0.43, 38.10, 
2087, 3.54, 0.43, 38.12, 
2088, 3.55, 0.43, 38.13, 
2089, 3.55, 0.43, 38.15, 
2090, 3.55, 0.43, 38.16, 
2091, 3.55, 0.43, 38.18, 
2092, 3.54, 0.43, 38.19, 
2093, 3.54, 0.43, 38.21, 
2094, 3.55, 0.43, 38.22, 
2095, 3.55, 0.43, 38.24, 
2096, 3.55, 0.43, 38.25, 
2097, 3.55, 0.43, 38.27, 
2098, 3.55, 0.43, 38.28, 
2099, 3.54, 0.43, 38.29, 
2100, 3.55, 0.43, 38.31, 
2101, 3.55, 0.43, 38.32, 
2102, 3.55, 0.43, 38.34, 
2103, 3.55, 0.43, 38.35, 
2104, 3.54, 0.43, 38.37, 
2105, 3.55, 0.43, 38.38, 
2106, 3.55, 0.43, 38.40, 
2107, 3.55, 0.43, 38.41, 
2108, 3.55, 0.43, 38.43, 
2109, 3.55, 0.43, 38.44, 
2110, 3.55, 0.43, 38.46, 
2111, 3.55, 0.43, 38.47, 
2112, 3.55, 0.43, 38.49, 
2113, 3.55, 0.43, 38.50, 
2114, 3.55, 0.43, 38.52, 
2115, 3.55, 0.43, 38.53, 
2116, 3.55, 0.43, 38.55, 
2117, 3.55, 0.42, 38.56, 
2118, 3.55, 0.42, 38.58, 
2119, 3.55, 0.43, 38.59, 
2120, 3.55, 0.43, 38.61, 
2121, 3.55, 0.43, 38.62, 
2122, 3.55, 0.42, 38.64, 
2123, 3.55, 0.43, 38.65, 
2124, 3.55, 0.42, 38.66, 
2125, 3.55, 0.42, 38.68, 
2126, 3.55, 0.43, 38.69, 
2127, 3.55, 0.43, 38.71, 
2128, 3.55, 0.42, 38.72, 
2129, 3.55, 0.42, 38.74, 
2130, 3.55, 0.42, 38.75, 
2131, 3.55, 0.42, 38.77, 
2132, 3.56, 0.42, 38.78, 
2133, 3.55, 0.42, 38.80, 
2134, 3.55, 0.42, 38.81, 
2135, 3.55, 0.42, 38.83, 
2136, 3.55, 0.42, 38.84, 
2137, 3.55, 0.42, 38.86, 
2138, 3.55, 0.42, 38.87, 
2139, 3.55, 0.42, 38.89, 
2140, 3.55, 0.42, 38.90, 
2141, 3.55, 0.42, 38.92, 
2142, 3.55, 0.42, 38.93, 
2143, 3.55, 0.42, 38.94, 
2144, 3.55, 0.42, 38.96, 
2145, 3.55, 0.42, 38.97, 
2146, 3.55, 0.42, 38.99, 
2147, 3.55, 0.42, 39.00, 
2148, 3.55, 0.42, 39.02, 
2149, 3.55, 0.42, 39.03, 
2150, 3.55, 0.42, 39.05, 
2151, 3.55, 0.42, 39.06, 
2152, 3.55, 0.42, 39.08, 
2153, 3.55, 0.42, 39.09, 
2154, 3.55, 0.42, 39.11, 
2155, 3.55, 0.42, 39.12, 
2156, 3.55, 0.42, 39.14, 
2157, 3.55, 0.42, 39.15, 
2158, 3.55, 0.42, 39.16, 
2159, 3.55, 0.42, 39.18, 
2160, 3.55, 0.42, 39.19, 
2161, 3.55, 0.42, 39.21, 
2162, 3.55, 0.42, 39.22, 
2163, 3.55, 0.42, 39.24, 
2164, 3.55, 0.42, 39.25, 
2165, 3.55, 0.42, 39.27, 
2166, 3.55, 0.42, 39.28, 
2167, 3.55, 0.42, 39.30, 
2168, 3.56, 0.42, 39.31, 
2169, 3.55, 0.42, 39.33, 
2170, 3.56, 0.42, 39.34, 
2171, 3.56, 0.42, 39.36, 
2172, 3.56, 0.42, 39.37, 
2173, 3.55, 0.42, 39.38, 
2174, 3.56, 0.42, 39.40, 
2175, 3.56, 0.42, 39.41, 
2176, 3.56, 0.42, 39.43, 
2177, 3.55, 0.42, 39.44, 
2178, 3.56, 0.42, 39.46, 
2179, 3.56, 0.42, 39.47, 
2180, 3.56, 0.42, 39.49, 
2181, 3.56, 0.42, 39.50, 
2182, 3.56, 0.42, 39.52, 
2183, 3.56, 0.42, 39.53, 
2184, 3.56, 0.42, 39.55, 
2185, 3.56, 0.42, 39.56, 
2186, 3.56, 0.42, 39.57, 
2187, 3.56, 0.42, 39.59, 
2188, 3.56, 0.42, 39.60, 
2189, 3.56, 0.42, 39.62, 
2190, 3.56, 0.42, 39.63, 
2191, 3.56, 0.42, 39.65, 
2192, 3.56, 0.42, 39.66, 
2193, 3.55, 0.42, 39.68, 
2194, 3.56, 0.42, 39.69, 
2195, 3.56, 0.42, 39.71, 
2196, 3.56, 0.42, 39.72, 
2197, 3.56, 0.42, 39.73, 
2198, 3.56, 0.42, 39.75, 
2199, 3.56, 0.42, 39.76, 
2200, 3.56, 0.42, 39.78, 
2201, 3.56, 0.42, 39.79, 
2202, 3.56, 0.42, 39.81, 
2203, 3.56, 0.42, 39.82, 
2204, 3.56, 0.42, 39.84, 
2205, 3.56, 0.42, 39.85, 
2206, 3.56, 0.42, 39.87, 
2207, 3.56, 0.42, 39.88, 
2208, 3.56, 0.42, 39.89, 
2209, 3.56, 0.42, 39.91, 
2210, 3.56, 0.42, 39.92, 
2211, 3.56, 0.42, 39.94, 
2212, 3.56, 0.42, 39.95, 
2213, 3.56, 0.42, 39.97, 
2214, 3.56, 0.42, 39.98, 
2215, 3.56, 0.42, 40.00, 
2216, 3.56, 0.42, 40.01, 
2217, 3.55, 0.42, 40.02, 
2218, 3.56, 0.42, 40.04, 
2219, 3.56, 0.42, 40.05, 
2220, 3.56, 0.42, 40.07, 
2221, 3.56, 0.42, 40.08, 
2222, 3.56, 0.42, 40.10, 
2223, 3.56, 0.42, 40.11, 
2224, 3.56, 0.42, 40.13, 
2225, 3.57, 0.42, 40.14, 
2226, 3.56, 0.42, 40.16, 
2227, 3.56, 0.42, 40.17, 
2228, 3.56, 0.42, 40.18, 
2229, 3.56, 0.42, 40.20, 
2230, 3.56, 0.42, 40.21, 
2231, 3.56, 0.42, 40.23, 
2232, 3.56, 0.42, 40.24, 
2233, 3.56, 0.42, 40.26, 
2234, 3.56, 0.42, 40.27, 
2235, 3.56, 0.42, 40.29, 
2236, 3.56, 0.42, 40.30, 
2237, 3.56, 0.42, 40.31, 
2238, 3.56, 0.42, 40.33, 
2239, 3.56, 0.41, 40.34, 
2240, 3.56, 0.42, 40.36, 
2241, 3.56, 0.42, 40.37, 
2242, 3.57, 0.41, 40.39, 
2243, 3.57, 0.41, 40.40, 
2244, 3.56, 0.41, 40.42, 
2245, 3.56, 0.42, 40.43, 
2246, 3.56, 0.41, 40.44, 
2247, 3.57, 0.41, 40.46, 
2248, 3.57, 0.42, 40.47, 
2249, 3.57, 0.41, 40.49, 
2250, 3.57, 0.41, 40.50, 
2251, 3.57, 0.41, 40.52, 
2252, 3.57, 0.41, 40.53, 
2253, 3.56, 0.41, 40.54, 
2254, 3.56, 0.41, 40.56, 
2255, 3.57, 0.41, 40.57, 
2256, 3.57, 0.41, 40.59, 
2257, 3.56, 0.41, 40.60, 
2258, 3.57, 0.41, 40.62, 
2259, 3.57, 0.41, 40.63, 
2260, 3.57, 0.41, 40.65, 
2261, 3.57, 0.41, 40.66, 
2262, 3.57, 0.41, 40.67, 
2263, 3.57, 0.41, 40.69, 
2264, 3.56, 0.41, 40.70, 
2265, 3.57, 0.41, 40.72, 
2266, 3.56, 0.41, 40.73, 
2267, 3.57, 0.41, 40.75, 
2268, 3.57, 0.41, 40.76, 
2269, 3.57, 0.41, 40.77, 
2270, 3.57, 0.41, 40.79, 
2271, 3.57, 0.41, 40.80, 
2272, 3.57, 0.41, 40.82, 
2273, 3.57, 0.41, 40.83, 
2274, 3.57, 0.41, 40.85, 
2275, 3.57, 0.41, 40.86, 
2276, 3.57, 0.41, 40.88, 
2277, 3.57, 0.41, 40.89, 
2278, 3.57, 0.41, 40.90, 
2279, 3.56, 0.41, 40.92, 
2280, 3.57, 0.41, 40.93, 
2281, 3.57, 0.41, 40.95, 
2282, 3.57, 0.41, 40.96, 
2283, 3.57, 0.41, 40.98, 
2284, 3.57, 0.41, 40.99, 
2285, 3.57, 0.41, 41.00, 
2286, 3.57, 0.41, 41.02, 
2287, 3.57, 0.41, 41.03, 
2288, 3.57, 0.41, 41.05, 
2289, 3.57, 0.41, 41.06, 
2290, 3.57, 0.41, 41.08, 
2291, 3.57, 0.41, 41.09, 
2292, 3.57, 0.41, 41.10, 
2293, 3.57, 0.41, 41.12, 
2294, 3.57, 0.41, 41.13, 
2295, 3.57, 0.41, 41.15, 
2296, 3.57, 0.41, 41.16, 
2297, 3.57, 0.41, 41.18, 
2298, 3.57, 0.41, 41.19, 
2299, 3.57, 0.41, 41.20, 
2300, 3.57, 0.41, 41.22, 
2301, 3.57, 0.41, 41.23, 
2302, 3.57, 0.41, 41.25, 
2303, 3.57, 0.41, 41.26, 
2304, 3.57, 0.41, 41.28, 
2305, 3.57, 0.41, 41.29, 
2306, 3.57, 0.41, 41.30, 
2307, 3.57, 0.41, 41.32, 
2308, 3.57, 0.41, 41.33, 
2309, 3.57, 0.41, 41.35, 
2310, 3.57, 0.41, 41.36, 
2311, 3.57, 0.41, 41.38, 
2312, 3.57, 0.41, 41.39, 
2313, 3.57, 0.41, 41.40, 
2314, 3.57, 0.41, 41.42, 
2315, 3.57, 0.41, 41.43, 
2316, 3.58, 0.41, 41.45, 
2317, 3.57, 0.41, 41.46, 
2318, 3.57, 0.41, 41.47, 
2319, 3.57, 0.41, 41.49, 
2320, 3.58, 0.41, 41.50, 
2321, 3.58, 0.41, 41.52, 
2322, 3.58, 0.41, 41.53, 
2323, 3.58, 0.41, 41.55, 
2324, 3.57, 0.41, 41.56, 
2325, 3.57, 0.41, 41.57, 
2326, 3.58, 0.41, 41.59, 
2327, 3.58, 0.41, 41.60, 
2328, 3.58, 0.41, 41.62, 
2329, 3.57, 0.41, 41.63, 
2330, 3.58, 0.41, 41.64, 
2331, 3.57, 0.41, 41.66, 
2332, 3.57, 0.41, 41.67, 
2333, 3.57, 0.41, 41.69, 
2334, 3.58, 0.41, 41.70, 
2335, 3.58, 0.41, 41.72, 
2336, 3.58, 0.41, 41.73, 
2337, 3.58, 0.41, 41.74, 
2338, 3.57, 0.41, 41.76, 
2339, 3.57, 0.41, 41.77, 
2340, 3.58, 0.41, 41.79, 
2341, 3.58, 0.41, 41.80, 
2342, 3.58, 0.41, 41.81, 
2343, 3.58, 0.41, 41.83, 
2344, 3.57, 0.41, 41.84, 
2345, 3.58, 0.41, 41.86, 
2346, 3.58, 0.41, 41.87, 
2347, 3.58, 0.41, 41.89, 
2348, 3.58, 0.41, 41.90, 
2349, 3.57, 0.41, 41.91, 
2350, 3.58, 0.40, 41.93, 
2351, 3.57, 0.41, 41.94, 
2352, 3.57, 0.41, 41.96, 
2353, 3.58, 0.40, 41.97, 
2354, 3.58, 0.40, 41.98, 
2355, 3.58, 0.41, 42.00, 
2356, 3.58, 0.41, 42.01, 
2357, 3.58, 0.40, 42.03, 
2358, 3.58, 0.40, 42.04, 
2359, 3.58, 0.41, 42.05, 
2360, 3.58, 0.41, 42.07, 
2361, 3.58, 0.41, 42.08, 
2362, 3.58, 0.40, 42.10, 
2363, 3.58, 0.41, 42.11, 
2364, 3.58, 0.40, 42.12, 
2365, 3.58, 0.41, 42.14, 
2366, 3.58, 0.40, 42.15, 
2367, 3.58, 0.40, 42.17, 
2368, 3.58, 0.40, 42.18, 
2369, 3.58, 0.40, 42.19, 
2370, 3.57, 0.40, 42.21, 
2371, 3.58, 0.40, 42.22, 
2372, 3.58, 0.40, 42.24, 
2373, 3.58, 0.40, 42.25, 
2374, 3.58, 0.40, 42.27, 
2375, 3.58, 0.40, 42.28, 
2376, 3.58, 0.40, 42.29, 
2377, 3.58, 0.40, 42.31, 
2378, 3.58, 0.40, 42.32, 
2379, 3.58, 0.40, 42.34, 
2380, 3.58, 0.40, 42.35, 
2381, 3.58, 0.40, 42.36, 
2382, 3.58, 0.40, 42.38, 
2383, 3.58, 0.40, 42.39, 
2384, 3.59, 0.40, 42.40, 
2385, 3.58, 0.40, 42.42, 
2386, 3.58, 0.40, 42.43, 
2387, 3.59, 0.40, 42.45, 
2388, 3.58, 0.40, 42.46, 
2389, 3.58, 0.40, 42.47, 
2390, 3.58, 0.40, 42.49, 
2391, 3.58, 0.40, 42.50, 
2392, 3.59, 0.40, 42.52, 
2393, 3.59, 0.40, 42.53, 
2394, 3.59, 0.40, 42.54, 
2395, 3.59, 0.40, 42.56, 
2396, 3.58, 0.40, 42.57, 
2397, 3.59, 0.40, 42.59, 
2398, 3.58, 0.40, 42.60, 
2399, 3.58, 0.40, 42.61, 
2400, 3.58, 0.40, 42.63, 
2401, 3.58, 0.40, 42.64, 
2402, 3.58, 0.40, 42.66, 
2403, 3.58, 0.40, 42.67, 
2404, 3.59, 0.40, 42.68, 
2405, 3.58, 0.40, 42.70, 
2406, 3.58, 0.40, 42.71, 
2407, 3.58, 0.40, 42.73, 
2408, 3.58, 0.40, 42.74, 
2409, 3.59, 0.40, 42.75, 
2410, 3.59, 0.40, 42.77, 
2411, 3.58, 0.40, 42.78, 
2412, 3.59, 0.40, 42.80, 
2413, 3.58, 0.40, 42.81, 
2414, 3.59, 0.40, 42.82, 
2415, 3.59, 0.40, 42.84, 
2416, 3.59, 0.40, 42.85, 
2417, 3.58, 0.40, 42.87, 
2418, 3.58, 0.40, 42.88, 
2419, 3.59, 0.40, 42.89, 
2420, 3.58, 0.40, 42.91, 
2421, 3.59, 0.40, 42.92, 
2422, 3.59, 0.40, 42.94, 
2423, 3.59, 0.40, 42.95, 
2424, 3.59, 0.40, 42.96, 
2425, 3.59, 0.40, 42.98, 
2426, 3.58, 0.40, 42.99, 
2427, 3.59, 0.40, 43.00, 
2428, 3.59, 0.40, 43.02, 
2429, 3.58, 0.40, 43.03, 
2430, 3.59, 0.40, 43.05, 
2431, 3.59, 0.40, 43.06, 
2432, 3.59, 0.40, 43.07, 
2433, 3.59, 0.40, 43.09, 
2434, 3.59, 0.40, 43.10, 
2435, 3.59, 0.40, 43.12, 
